federal_account_id,federal_account_code,Subagency,Title,treasury_account_identifier,tas_rendering_label,Agency
3560,012-3700,Food Safety and Inspection Service,"Food Safety and Inspection Service, Agriculture",73096,012-2018/2018-3700-000,Department of Agriculture
3560,012-3700,Food Safety and Inspection Service,"Food Safety and Inspection Service, Agriculture",2683,012-X-3700-000,Department of Agriculture
3561,012-3701,Office of the Secretary,"Office of the Under Secretary for Food Safety, Agriculture",43110,012-2010/2010-3701-000,Department of Agriculture
3561,012-3701,Office of the Secretary,"Office of the Under Secretary for Food Safety, Agriculture",46959,012-2011/2011-3701-000,Department of Agriculture
3561,012-3701,Office of the Secretary,"Office of the Under Secretary for Food Safety, Agriculture",53309,012-2012/2012-3701-000,Department of Agriculture
3561,012-3701,Office of the Secretary,"Office of the Under Secretary for Food Safety, Agriculture",56643,012-2013/2013-3701-000,Department of Agriculture
3561,012-3701,Office of the Secretary,"Office of the Under Secretary for Food Safety, Agriculture",59750,012-2014/2014-3701-000,Department of Agriculture
3561,012-3701,Office of the Secretary,"Office of the Under Secretary for Food Safety, Agriculture",62680,012-2015/2015-3701-000,Department of Agriculture
3561,012-3701,Office of the Secretary,"Office of the Under Secretary for Food Safety, Agriculture",66136,012-2016/2016-3701-000,Department of Agriculture
3561,012-3701,Office of the Secretary,"Office of the Under Secretary for Food Safety, Agriculture",69194,012-2017/2017-3701-000,Department of Agriculture
3561,012-3701,Office of the Secretary,"Office of the Under Secretary for Food Safety, Agriculture",73097,012-2018/2018-3701-000,Department of Agriculture
3562,012-3800,Office of Civil Rights,"Office of Civil Rights, Agriculture",43111,012-2010/2010-3800-000,Department of Agriculture
3562,012-3800,Office of Civil Rights,"Office of Civil Rights, Agriculture",46960,012-2011/2011-3800-000,Department of Agriculture
3562,012-3800,Office of Civil Rights,"Office of Civil Rights, Agriculture",53310,012-2012/2012-3800-000,Department of Agriculture
3562,012-3800,Office of Civil Rights,"Office of Civil Rights, Agriculture",56644,012-2013/2013-3800-000,Department of Agriculture
3562,012-3800,Office of Civil Rights,"Office of Civil Rights, Agriculture",59751,012-2014/2014-3800-000,Department of Agriculture
3562,012-3800,Office of Civil Rights,"Office of Civil Rights, Agriculture",62681,012-2015/2015-3800-000,Department of Agriculture
3562,012-3800,Office of Civil Rights,"Office of Civil Rights, Agriculture",66137,012-2016/2016-3800-000,Department of Agriculture
3562,012-3800,Office of Civil Rights,"Office of Civil Rights, Agriculture",69195,012-2017/2017-3800-000,Department of Agriculture
3562,012-3800,Office of Civil Rights,"Office of Civil Rights, Agriculture",73098,012-2018/2018-3800-000,Department of Agriculture
3562,012-3800,Office of Civil Rights,"Office of Civil Rights, Agriculture",74922,012-2019/2019-3800-000,Department of Agriculture
3563,012-4050,"Grain Inspection, Packers and Stockyards Administration","Inspection and Weighing Services, Grain Inspection, Packers and Stockyards Administration, Agriculture",2685,012-X-4050-000,Department of Agriculture
3564,012-4085,Risk Management Agency,"Federal Crop Insurance Corporation Fund, Risk Management Agency, Agriculture",2687,012-X-4085-000,Department of Agriculture
3565,012-4140,Farm Service Agency,"Agricultural Credit Insurance Fund, Liquidating Account, Consolidated Farm Service Agency, Agriculture",2688,012-X-4140-000,Department of Agriculture
3566,012-4141,Rural Housing Service,"Rural Housing Insurance Fund, Liquidating Account, Rural Housing Service, Agriculture",2689,012-X-4141-000,Department of Agriculture
3567,012-4142,Rural Utilities Service,"Rural Communication Development Fund, Rural Utilities Service",NA,NA,Department of Agriculture
3568,012-4144,Rural Business - Cooperative Service,"Alternative Agricultural Research and Commercialization Revolving Fund, Rural Business-Cooperative Service, Agriculture",2692,012-X-4144-000,Department of Agriculture
3569,012-4155,Rural Utilities Service,"Rural Development Insurance Fund, Liquidating Account, Rural Utilities Service, Agriculture",2694,012-X-4155-000,Department of Agriculture
3570,012-4202,Other,"National Sheep Industry Improvement Center, Department of Agriculture",NA,NA,Department of Agriculture
3571,012-4230,Rural Utilities Service,"Rural Electrification and Telephone Revolving Fund, Liquidating Account, Rural Utilities Service, Agriculture",2718,012-X-4230-000,Department of Agriculture
3572,012-4233,Rural Business - Cooperative Service,"Rural Development Loan Fund, Liquidating Account, Rural Business-Cooperative Service, Agriculture",2720,012-X-4233-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",43792,012-2010/2010-4336-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",62637,012-2015/2015-4336-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",66130,012-2016/2016-4336-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",69193,012-2017/2017-4336-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",73037,012-2017/2018-4336-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",73099,012-2018/2018-4336-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",73115,012-2018/2019-4336-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",74906,012-2019/2019-4336-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",74907,012-2019/2020-4336-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",2721,012-X-4336-000,Department of Agriculture
3573,012-4336,Farm Service Agency,"Commodity Credit Corporation Fund, Agriculture",16315,072-012-X-4336-000,Department of Agriculture
3574,012-4338,Farm Service Agency,"Commodity Credit Corporation Direct Loans, Liquidating Account, Agriculture",2723,012-X-4338-000,Department of Agriculture
3575,012-4368,Natural Resources Conservation Service,"Damage Assessment and Restoration Revolving Fund, Agriculture",64518,012-X-4368-000,Department of Agriculture
3576,012-4605,Forest Service,"Working Capital Fund, Forest Service,  Agriculture",2724,012-X-4605-000,Department of Agriculture
3577,012-4609,Executive Operations,"Working Capital Fund, Agriculture",2725,012-X-4609-000,Department of Agriculture
3578,012-5004,Forest Service,"Land Acquisition, Forest Service, Agriculture",2726,012-X-5004-000,Department of Agriculture
3579,012-5070,Agricultural Marketing Service,"Perishable Agricultural Commodities Act Fund, Agricultural Marketing Service, Agriculture",2729,012-X-5070-000,Department of Agriculture
3580,012-5161,Animal and Plant Health Inspection Service,"Agricultural Quarantine Inspection User Fee Account, Animal and Plant Health Inspection Service, Agriculture",2731,012-X-5161-000,Department of Agriculture
3581,012-5201,Forest Service,"Payments to States, National Forests Fund,  Forest Service, Agriculture",2733,012-X-5201-000,Department of Agriculture
3582,012-5202,Forest Service,"Timber Roads, Purchaser Elections, Forest Service, Agriculture",2734,012-X-5202-000,Department of Agriculture
3583,012-5203,Forest Service,"Roads and Trails for States, National Forests Fund, Forest Service, Agriculture",2735,012-X-5203-000,Department of Agriculture
3584,012-5204,Forest Service,"Timber Salvage Sales, Forest Service,  Agriculture",2736,012-X-5204-000,Department of Agriculture
3585,012-5205,National Institute of Food and Agriculture,"Native American Institutions Endowment Fund, Agriculture",2737,012-X-5205-000,Department of Agriculture
3586,012-5206,Forest Service,"Expenses, Brush Disposal, Forest Service,  Agriculture",2738,012-X-5206-000,Department of Agriculture
3587,012-5207,Forest Service,"Range Betterment Fund, Forest Service, Agriculture",71478,012-2017/2020-5207-000,Department of Agriculture
3587,012-5207,Forest Service,"Range Betterment Fund, Forest Service, Agriculture",73125,012-2018/2021-5207-000,Department of Agriculture
3587,012-5207,Forest Service,"Range Betterment Fund, Forest Service, Agriculture",2739,012-X-5207-000,Department of Agriculture
3588,012-5208,Forest Service,"Acquisition of Lands for National Forests, Special Acts, Forest Service, Agriculture",43112,012-2010/2010-5208-000,Department of Agriculture
3588,012-5208,Forest Service,"Acquisition of Lands for National Forests, Special Acts, Forest Service, Agriculture",46961,012-2011/2011-5208-000,Department of Agriculture
3588,012-5208,Forest Service,"Acquisition of Lands for National Forests, Special Acts, Forest Service, Agriculture",53311,012-2012/2012-5208-000,Department of Agriculture
3588,012-5208,Forest Service,"Acquisition of Lands for National Forests, Special Acts, Forest Service, Agriculture",56645,012-2013/2013-5208-000,Department of Agriculture
3588,012-5208,Forest Service,"Acquisition of Lands for National Forests, Special Acts, Forest Service, Agriculture",59752,012-2014/2014-5208-000,Department of Agriculture
3588,012-5208,Forest Service,"Acquisition of Lands for National Forests, Special Acts, Forest Service, Agriculture",62682,012-2015/2015-5208-000,Department of Agriculture
3588,012-5208,Forest Service,"Acquisition of Lands for National Forests, Special Acts, Forest Service, Agriculture",66138,012-2016/2016-5208-000,Department of Agriculture
3588,012-5208,Forest Service,"Acquisition of Lands for National Forests, Special Acts, Forest Service, Agriculture",69196,012-2017/2017-5208-000,Department of Agriculture
3588,012-5208,Forest Service,"Acquisition of Lands for National Forests, Special Acts, Forest Service, Agriculture",73100,012-2018/2018-5208-000,Department of Agriculture
3589,012-5209,Agricultural Marketing Service,"Funds for Strengthening Markets, Income, and Supply (Section 32), Agriculture",2740,012-X-5209-000,Department of Agriculture
3590,012-5213,Forest Service,"Payment to Minnesota (Cook, Lake, and Saint Louis Counties) from the National Forests Fund, Forest Service, Agriculture",2744,012-X-5213-000,Department of Agriculture
3591,012-5214,Forest Service,"Licensee Programs, Forest Service, Agriculture",2745,012-X-5214-000,Department of Agriculture
3592,012-5215,Forest Service,"Restoration of Forest Lands and Improvements, Forest Service, Agriculture",2746,012-X-5215-000,Department of Agriculture
3593,012-5216,Forest Service,"Acquisition of Lands to Complete Land Exchanges, Forest Service, Agriculture",71479,012-2017/2020-5216-000,Department of Agriculture
3593,012-5216,Forest Service,"Acquisition of Lands to Complete Land Exchanges, Forest Service, Agriculture",73126,012-2018/2021-5216-000,Department of Agriculture
3593,012-5216,Forest Service,"Acquisition of Lands to Complete Land Exchanges, Forest Service, Agriculture",33507,012-X-5216-000,Department of Agriculture
3594,012-5219,Forest Service,"Operation and Maintenance of Quarters, Forest Service, Agriculture",2750,012-X-5219-000,Department of Agriculture
3595,012-5220,Forest Service,"Resource Management Timber Receipts, Forest Service, Agriculture",2751,012-X-5220-000,Department of Agriculture
3596,012-5223,Forest Service,"Quinault Special Management Area, Forest Service, Agriculture",2753,012-X-5223-000,Department of Agriculture
3597,012-5264,Forest Service,"Timber Sales Pipeline Restoration Fund, Forest Service, Agriculture",2756,012-X-5264-000,Department of Agriculture
3598,012-5268,Forest Service,"Recreation Fee Demonstration Program, Forest Service,  Agriculture",2757,012-X-5268-000,Department of Agriculture
3599,012-5277,Forest Service,"MNP Rental Fee Account, Forest Service, Agriculture",2758,012-X-5277-000,Department of Agriculture
3600,012-5278,Forest Service,"Midewin National Tallgrass Prairie Restoration Fund, Forest Service,  Agriculture",2759,012-X-5278-000,Department of Agriculture
3601,012-5279,Agricultural Research Service,"Concessions Fees and Volunteer Services, Agricultural Research Service, Agriculture",2760,012-X-5279-000,Department of Agriculture
3602,012-5305,Consolidated Farm Service Agency,"Agriculture Credit Insurance Fund Direct Loan, Negative Subsidies, Consolidated Farm Service Agency",NA,NA,Department of Agriculture
3603,012-5310,Other,"Commodity Credit Corporation - Export Guarantee Programs, Negative Subsidies",NA,NA,Department of Agriculture
3604,012-5360,Forest Service,"Land Between the Lakes Management Fund, Forest Service,  Agriculture",2778,012-X-5360-000,Department of Agriculture
3605,012-5361,Forest Service,"Administration of Rights-of-Way and Other Land Uses Fund, Forest Service,  Agriculture",2779,012-X-5361-000,Department of Agriculture
3606,012-5363,Forest Service,"Valles Caldera Fund, Forest Service, Agriculture",NA,NA,Department of Agriculture
3607,012-5367,Forest Service,"State and Private Forestry, Forest Service,  Agriculture",24887,012-X-5367-000,Department of Agriculture
3608,012-5410,Office of Inspector General,"Inspector General Assets Forfeiture, Justice",2781,012-X-5410-000,Department of Agriculture
3609,012-5411,Office of Inspector General,"Inspector General Assets Forfeiture, Treasury",2782,012-X-5411-000,Department of Agriculture
3610,012-5462,Forest Service,"Hardwood Technology Transfer and Applied Research Fund, Forest Service,  Agriculture",2783,012-X-5462-000,Department of Agriculture
3611,012-5531,Farm Service Agency,"Agricultural Disaster Relief Trust Fund, Farm Service Agency, Agriculture",38733,012-X-5531-000,Department of Agriculture
3612,012-5540,Forest Service,"Stewardship Contracting Product Sales, Forest Service, Agriculture",24958,012-X-5540-000,Department of Agriculture
3613,012-5563,Natural Resources Conservation Service,"Contributions for Conservation Programs, Natural Resources Conservation Service, Agriculture",NA,NA,Department of Agriculture
3614,012-5591,Farm Service Agency,"Agricultural Disaster Assistance Transition - Recovery Act, Farm Service Agency, Agriculture",NA,NA,Department of Agriculture
3615,012-5635,Farm Service Agency,"Pima Agriculture Cotton Trust Fund, Farm Service Agency, Agriculture",61798,012-X-5635-000,Department of Agriculture
3616,012-5636,Farm Service Agency,"Agriculture Wool Apparel Manufacturers Trust Fund, Farm Service Agency, Agriculture",61799,012-X-5636-000,Department of Agriculture
3617,012-5896,Forest Service,"Payments to Counties, National Grasslands, Forest Service,  Agriculture",2785,012-X-5896-000,Department of Agriculture
3618,012-6005,Consolidated Farm Service Agency,"Indemnity Fund, Consolidated Farm Service Agency County Committees, Consolidated Farm Agency",NA,NA,Department of Agriculture
3619,012-6018,Packers and Stockyards Administration,"Packer Bond Trustee Account, Packers and Stockyards Administration",NA,NA,Department of Agriculture
3620,012-6050,Foreign Agricultural Service,"Employees' Payroll Allotment Account, United States Savings Bonds, Foreign Agricultural Service",NA,NA,Department of Agriculture
3621,012-6148,Agricultural Marketing Service,"Assessments on Imports of Beef and Pork Products, Agricultural Marketing Service",NA,NA,Department of Agriculture
3622,012-6171,"Withheld State and Local Taxes, Central Voucher Payment Center","Surety Bonds, Perishable Agricultural Commodities, Agriculture",NA,NA,Department of Agriculture
3623,012-6185,Food and Nutrition Service,"Redemption Fund, Food Stamp Coupons, Food and Nutrition Service",NA,NA,Department of Agriculture
3624,012-6189,Executive Operations,"Tribal Organizations Insurance Premium Contributions to FEHB, Executive Operations, Agriculture",NA,NA,Department of Agriculture
3625,012-6275,Other,"Withheld State and Local Taxes, Central Voucher Payment Center",NA,NA,Department of Agriculture
3626,012-6276,Forest Service,"Other Federal Payroll Withholding, Allotments, Forest Service, Department of Agriculture",NA,NA,Department of Agriculture
3627,012-6290,National Finance Center,"Direct Premium Remittance System, National Finance Center, Agriculture",NA,NA,Department of Agriculture
3628,012-6303,Forest Service,"Proceeds from Alaska Statehood Selection Lands, Forest Service",NA,NA,Department of Agriculture
3629,012-6318,Agricultural Marketing Service,"Research and Promotion Boards Deposit Fund, Agricultural Marketing Service, Agriculture",NA,NA,Department of Agriculture
3630,012-6320,Other,Premiums for Federal Health Care High Risk Pool,NA,NA,Department of Agriculture
3631,012-6322,National Finance Center,"Cars Initiative, Administrative Billings and Collections (ABCO), National Finance Center, Agriculture",NA,NA,Department of Agriculture
3632,012-6330,Other,"Commodity Board Matching Funds, Agriculture",NA,NA,Department of Agriculture
3633,012-6500,Forest Service,"Advances Without Orders from Non-Federal Sources, Forest Service, Agriculture",NA,NA,Department of Agriculture
3634,012-6501,Office of Inspector General,"Small Escrow Amounts, Office of the Inspector General",NA,NA,Department of Agriculture
3635,012-7565,Other,"United States - India Fund for Cultural, Education, and Scientific Cooperation, Agriulture, India",NA,NA,Department of Agriculture
3636,012-7787,Other,"Technical Assistance, Public Law 83-480, Section 108, Department of Agriculture, Guatemala",NA,NA,Department of Agriculture
3637,012-8015,Agricultural Marketing Service,"Expenses and Refunds, Inspection and Grading of Farm Products, Agricultural Marketing Service, Agriculture",2832,012-X-8015-000,Department of Agriculture
3638,012-8028,Forest Service,"Cooperative Work, Forest Service,  Agriculture",2833,012-X-8028-000,Department of Agriculture
3639,012-8034,Forest Service,"Donations for Forest and Rangeland Research, Forest Service, Agriculture",71481,012-2017/2020-8034-000,Department of Agriculture
3639,012-8034,Forest Service,"Donations for Forest and Rangeland Research, Forest Service, Agriculture",73128,012-2018/2021-8034-000,Department of Agriculture
3639,012-8034,Forest Service,"Donations for Forest and Rangeland Research, Forest Service, Agriculture",2835,012-X-8034-000,Department of Agriculture
3640,012-8039,Forest Service,"Land Between the Lakes Trust Fund, Forest Service,  Agriculture",2836,012-X-8039-000,Department of Agriculture
3641,012-8046,Forest Service,"Reforestation Trust Fund, Forest Service, Agriculture",2838,012-X-8046-000,Department of Agriculture
3642,012-8100,Agricultural Marketing Service,"Wool Research, Development and Promotion Trust Fund, Agricultural Marketing Service, Agriculture",2839,012-X-8100-000,Department of Agriculture
3643,012-8137,Food Safety and Inspection Service,"Expenses and Refunds, Inspection of Farm Products, Food Safety and Inspection Service, Agriculture",2841,012-X-8137-000,Department of Agriculture
3644,012-8161,Farm Service Agency,"Tobacco Trust Fund, Commodity Credit Corporation, Agriculture",26078,012-X-8161-000,Department of Agriculture
3645,012-8203,Office of the Secretary,"Gifts and Bequests, Agriculture",2844,012-X-8203-000,Department of Agriculture
3646,012-8210,Natural Resources Conservation Service,"Miscellaneous Contributed Funds, Natural Resources Conservation Service, Agriculture",2846,012-X-8210-000,Department of Agriculture
3647,012-8214,Agricultural Research Service,"Miscellaneous Contributed Funds, Agricultural Research Service, Agriculture",2848,012-X-8214-000,Department of Agriculture
3648,012-8218,National Agricultural Statistics Service,"Miscellaneous Contributed Funds, National Agricultural Statistics Service, Agriculture",2849,012-X-8218-000,Department of Agriculture
3649,012-8226,Animal and Plant Health Inspection Service,"Miscellaneous Contributed Funds, Animal and Plant Health Inspection Service, Agriculture",2852,012-X-8226-000,Department of Agriculture
3650,012-8227,Economic Research Service,"Miscellaneous Contributed Funds, Economic Research Service, Agriculture",2853,012-X-8227-000,Department of Agriculture
3651,012-8232,Foreign Agricultural Service,"Miscellaneous Contributed Funds, Foreign Agricultural Service, Agriculture",2855,012-X-8232-000,Department of Agriculture
3652,012-8412,Agricultural Marketing Service,"Milk Market Orders Assessment Fund, Agricultural Marketing Service",NA,NA,Department of Agriculture
3653,012-8505,Foreign Agricultural Service,"Foreign Service National Separation Liability Trust Fund, Foreign Agricultural Service, Agriculture",57840,012-X-8505-000,Department of Agriculture
3654,012-8558,Animal and Plant Health Inspection Service,"Foreign Service National Separation Liability Trust Fund, Animal and Plant Health Inspection Service, Agriculture",61801,012-X-8558-000,Department of Agriculture
3655,013-0110,Departmental Management,"Office of Inspector General - Recovery Act, Departmental Management, Commerce",40321,013-2009/2013-0110-000,Department of Commerce
3655,013-0110,Departmental Management,"Office of Inspector General - Recovery Act, Departmental Management, Commerce",43017,013-2010/2014-0110-000,Department of Commerce
3655,013-0110,Departmental Management,"Office of Inspector General - Recovery Act, Departmental Management, Commerce",46981,013-2011/2015-0110-000,Department of Commerce
3655,013-0110,Departmental Management,"Office of Inspector General - Recovery Act, Departmental Management, Commerce",40489,013-X-0110-000,Department of Commerce
3656,013-0118,Economic Development Administration,"Salaries and Expenses - Recovery Act, Economic Development Administration, Commerce",NA,NA,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",43673,013-2008/2010-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",43612,013-2009/2010-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",43015,013-2010/2010-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",50333,013-2010/2011-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",46930,013-2011/2011-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",54099,013-2011/2012-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",53271,013-2012/2012-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",57741,013-2012/2013-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",56603,013-2013/2013-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",60338,013-2013/2014-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",59258,013-2014/2014-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",63562,013-2014/2015-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",63178,013-2015/2015-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",66318,013-2015/2016-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",66340,013-2016/2016-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",66362,013-2016/2017-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",70462,013-2017/2017-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",70470,013-2017/2018-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",73413,013-2018/2018-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",73420,013-2018/2019-0120-000,Department of Commerce
3657,013-0120,Departmental Management,"Salaries and Expenses, Departmental Management, Commerce",4573,013-X-0120-000,Department of Commerce
3658,013-0121,Departmental Management,"Emergency Oil and Gas Guaranteed Loan Program Account, Departmental Management, Commerce",NA,NA,Department of Commerce
3659,013-0122,Departmental Management,"Emergency Steel Guaranteed Loan Program Account, Departmental Management, Commerce",NA,NA,Department of Commerce
3660,013-0123,Departmental Management,"Renovation and Modernization, Departmental Management, Commerce",36010,013-X-0123-000,Department of Commerce
3661,013-0124,International Trade Administration,"United States Travel and Tourism Promotion, International Trade Administration",NA,NA,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",43013,013-2010/2010-0125-000,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",46931,013-2011/2011-0125-000,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",53272,013-2012/2012-0125-000,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",56604,013-2013/2013-0125-000,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",59173,013-2014/2014-0125-000,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",63179,013-2015/2015-0125-000,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",66341,013-2016/2016-0125-000,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",70463,013-2017/2017-0125-000,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",73414,013-2018/2018-0125-000,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",74581,013-2019/2019-0125-000,Department of Commerce
3662,013-0125,Economic Development Administration,"Salaries and Expenses, Economic Development Administration, Commerce",4576,013-X-0125-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",43028,013-2010/2010-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",46971,013-2011/2011-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",53317,013-2012/2012-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",54438,013-2012/2013-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",54439,013-2012/2014-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",56657,013-2013/2013-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",56663,013-2013/2014-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",56669,013-2013/2015-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",59261,013-2014/2014-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",59264,013-2014/2015-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",59266,013-2014/2016-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",63185,013-2015/2015-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",63190,013-2015/2016-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",63197,013-2015/2017-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",66344,013-2016/2016-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",66360,013-2016/2017-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",66361,013-2016/2018-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",70464,013-2017/2017-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",70471,013-2017/2018-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",70479,013-2017/2019-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",73415,013-2018/2018-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",73421,013-2018/2019-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",73428,013-2018/2020-0126-000,Department of Commerce
3663,013-0126,Departmental Management,"Office of Inspector General, Departmental Management, Commerce",4577,013-X-0126-000,Department of Commerce
3664,013-0201,Minority Business Development Agency,"Minority Business Development, Minority Business Development Agency, Commerce",43014,013-2010/2010-0201-000,Department of Commerce
3664,013-0201,Minority Business Development Agency,"Minority Business Development, Minority Business Development Agency, Commerce",46932,013-2011/2011-0201-000,Department of Commerce
3664,013-0201,Minority Business Development Agency,"Minority Business Development, Minority Business Development Agency, Commerce",53273,013-2012/2012-0201-000,Department of Commerce
3664,013-0201,Minority Business Development Agency,"Minority Business Development, Minority Business Development Agency, Commerce",56605,013-2013/2013-0201-000,Department of Commerce
3664,013-0201,Minority Business Development Agency,"Minority Business Development, Minority Business Development Agency, Commerce",59259,013-2014/2014-0201-000,Department of Commerce
3664,013-0201,Minority Business Development Agency,"Minority Business Development, Minority Business Development Agency, Commerce",63180,013-2015/2015-0201-000,Department of Commerce
3664,013-0201,Minority Business Development Agency,"Minority Business Development, Minority Business Development Agency, Commerce",66342,013-2016/2016-0201-000,Department of Commerce
3664,013-0201,Minority Business Development Agency,"Minority Business Development, Minority Business Development Agency, Commerce",70465,013-2017/2017-0201-000,Department of Commerce
3664,013-0201,Minority Business Development Agency,"Minority Business Development, Minority Business Development Agency, Commerce",73416,013-2018/2018-0201-000,Department of Commerce
3664,013-0201,Minority Business Development Agency,"Minority Business Development, Minority Business Development Agency, Commerce",4579,013-X-0201-000,Department of Commerce
