cfda,Program_Title,Agency_Office,Types_of_Assistance,Date_Modified,Date_Published,Authorization,Objectives,Obligations,TAS_Account_ID,Website,Address,City,State,Zip,Phone
20.514,"Public Transportation Research, Technical Assistance, and Training",Department of Transportation Federal Transit Administration (FTA),"B - PROJECT GRANTS, C - Direct Payments for Specified Use, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING",8/3/16 5:00,1/1/93 0:00,"The Moving Ahead for Progress in the 21st Century Act (MAP-21), Pub. L. 112-141, signed into law on July 6, 2012, and effective October 1, 2012, and the Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users (SAFETEA-LU). , Public Law 112-141, 49 U.S.C 5312-5314, 5322.","The Federal Transit Administration's Research, Development, Demonstration, Deployment, Cooperative Research, Technical Assistance, Standards Development, and Human Resources and Training programs are authorized at 49 U.S.C. 5312, 5313, 5314, and 5322and collectively seek to develop solutions that improve public transportation. Its primary goals are to increase transit ridership, improve safety and emergency preparedness, improve operating efficiencies, protect the environment, promote energy independence, and provide transit research leadership; develop and conduct workforce development activities, training and educational programs for Federal, State, and local transportation employees, United States citizens, and foreign nationals engaged or to be engaged in Government-aid relating to public transportation work; and to sponsor development of voluntary and consensus-based standards to more effectively and efficiently provide transit service, as well as support the improved administration of Federal transit funds. To accomplish this, FTA funds projects to support research and development, demonstration, deployments of various technologies and operational models for transit; a national cooperative research program, a national training institute, national technical assistance centers, and transit workforce development programs. : The Research, Development, Demonstration, and Deployment Projects program (49 U.S.C. 5312) supports research not generally undertaken by the private sector including studies on transit policy issues, operational efficiency, and travel behavior. These projects will promote the use of clean energy and air quality improvement. The program also funds long-term, high-risk, high-potential payoff investigations of new technologies, which is critical to developing a public transportation system that is efficient, attractive, and reliable. The majority of the funds (75 percent) appropriated under 49 U.S.C 5338 to support this section, must be used for a discretionary Low and No Emission deployment program. The Transit Cooperative Research Program (TCRP) (49.U.S.C 5313) funds shorter-term research projects that address immediate operational issues facing the transit industry. These projects are designed to identify immediate improvements in transit safety, equipment and system design, system operations, and the economic development impact of transit investments, among other topic areas. These funds are awarded to the National Academies of Science. The Technical Assistance and Standards (49 U.S.C. 5314) funds support provide resources and direct assistance to support compliance with the Americans with Disabilities Act (ADA), human services transportation coordination requirements, the transportation needs of elderly individuals, increased transit ridership, transportation equity needs, and any other technical assistance activities deemed necessary by FTA, such as improvements in safety and asset management.The Human Resources and Training program (49. U.S.C 5322) creates Ladders of Opportunity to help build pathways for job-seekers by leveraging opportunities in the transit industry in manufacturing, operations and maintenance. This program, among other activities, awards grants to transit agencies and other entities for workforce development programs and projects.","(Project Grants (Contracts)) FY 15 Not Available; FY 16 est $25,000,000; and FY 17 Estimate Not Available",69-1137-0-1-401,http://www.fta.dot.gov/research,Gale Brown and Jamie Pfister 1200 New Jersey Ave. S.E.,Washington,DC,20590,(202) 366-4052
20.109,Air Transportation Centers of Excellence,Department of Transportation Federal Aviation Administration (FAA),"B - PROJECT GRANTS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT, J - PROVISION OF SPECIALIZED SERVICES",7/14/17 5:00,1/1/93 0:00,"Federal Aviation Administration Research, Engineering and Development Authorization Act of 1990, Public Law 101-508, 49 U.S.C C.","Conduct long term research in critical and specific areas of aviation related technology. Responsibilities of Centers may include, but are not limited to: the conduct of research concerning catastrophic failure of aircraft; airspace and airport planning and design; airport capacity enhancement techniques; human performance in the air transportation environment; aviation safety and security; the supply of trained air transportation personnel including pilots and mechanics; and other aviation issues pertinent to developing and maintaining a safe and efficient air transportation system, and the interpretation, publication, and dissemination of the results of such research.","(Salaries) FY 16 $22,500,000; FY 17 est $24,600,000; and FY 18 est $16,400,000",69-8107-0-7-402; 69-8108-0-7-402; 69-8106-0-7-402; 69-1301-0-1-402,http://www.faa.gov/go/coe,"Patricia Watts, Ph.D. Centers of Excellence Program Office, FAA William J. Hughes Technical Center, Bldg 300, L28",Atlantic City International Airport,NJ,80405,(609) 485-5043
20.108,Aviation Research Grants,Department of Transportation Federal Aviation Administration (FAA),"B - PROJECT GRANTS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT",7/16/17 5:00,1/1/93 0:00,"Federal Aviation Administration Research, Engineering and Development Authorization Act of 1990, Public Law 101-508; Aviation Security Improvement Act of 1990, Federal Aviation Administration Authorization Act , Public Law 103-305.","To encourage and support innovative, advanced, and applied research and development in areas of potential benefit to the long-term growth of civil aviation.","(Salaries) FY 16 $8,500,000; FY 17 est $8,000,000; and FY 18 est $9,000,000",69-8108-0-7-402,NA,"Nicole Saiauskie, AJA-4A William J. Hughes Technical Center,",Atlantic City International Airport,NJ,80405,(609) 485-4781
19.432,Academic Exchange Programs - Educational Advising and Student Services,Department of State Bureau of Educational and Cultural Affairs,B - Cooperative Agreements,8/3/16 5:00,1/1/05 0:00,"The Fulbright-Hays Act of 1961, as amended., Public Law 87-256, 22 U.S.C 2451.","As authorized by the Fulbright-Hays Act, the Bureau of Educational and Cultural Affairs (ECA) seeks to increase mutual understanding between the people of the United States and the people of other countries by means of educational and cultural exchange programs, including the exchange of scholars, researchers, professionals, students, and educators. ECA programs foster engagement and encourage dialogue with citizens around the world. Educational and cultural engagement is premised on the knowledge that mutual understanding, the development of future leaders, and the benefits of education programs influence societies and affect official decision-making almost everywhere in the world today. ECA programs inform, engage, and influence participants across strategic sectors of society – including young people, women, teachers, scholars, journalists, and other professionals – increasing the number of foreign individuals who have first-hand experience with Americans and with the values of freedom, representative government, rule of law, economic choice, and individual dignity while building international knowledge and capacity among Americans. The purpose of EducationUSA international student advising is to promote U.S. higher education and ongoing student mobility research by increasing the number of students engaged in international educational experiences and by ensuring that those experiences are academically engaging, culturally enriching, and create lasting ties between individuals today that will support stronger relations between nations tomorrow.","(Cooperative Agreements) FY 15 $7,859,097; FY 16 est $7,859,097; and FY 17 est $7,859,097",19-0201-0-1-154,http://educationusa.state.gov,"Jarred Butto Department of State, Bureau of Educational and Cultural Affairs, Educational Information and Resources (ECA/A/S/A), 2200 C Street NW, SA-05, Rm. 04W12",Washington,DC,20037,(202) 632-6353
19.401,Academic Exchange Programs - Scholars,Department of State Bureau of Educational and Cultural Affairs,B - Project Grants (Cooperative Agreements),8/3/16 5:00,1/1/00 0:00,"The Fulbright-Hays Act of 1961, as amended., Public Law 87-256, 22 U.S.C 2451.","As authorized by the Fulbright-Hays Act, the Bureau of Educational and Cultural Affairs (ECA) seeks to increase mutual understanding between the people of the United States and the people of other countries by means of educational and cultural exchange programs, including the exchange of scholars, researchers, professionals, students, and educators. ECA programs foster engagement and encourage dialogue with citizens around the world. Educational and cultural engagement is premised on the knowledge that mutual understanding, the development of leaders and future leaders, and the benefits of education programs influence societies and affect official decision-making almost everywhere in the world today. ECA programs inform, engage, and influence participants across strategic sectors of society – including young people, women, teachers, scholars, journalists, and other professionals – increasing the number of foreign individuals who have first-hand experience with Americans and with the values of freedom, representative government, rule of law, economic choice, and individual dignity, while building international knowledge and capacity among Americans. The Fulbright Scholar Program offers opportunities for American and foreign scholars to conduct research, lecture, and/or consult with other scholars and institutions in the U.S. and abroad. The Study of the U.S. Institutes for Scholars strengthens curricula and improves the quality of teaching about the United States in academic institutions overseas.","(Cooperative Agreements) FY 15 $36,933,295; FY 16 est $36,933,295; and FY 17 est $36,933,295",19-0201-0-1-154,http://exchanges.state.gov,"Lana Muck Department of State, Bureau of Educational and Cultural Affairs, Office of Academic Exchange Programs, 2200 C Street, NW, SA-5, Fourth Floor, Room 4B07",Washington,DC,20037,(202) 632-3238
19.4,Academic Exchange Programs - Graduate Students,Department of State Bureau of Educational and Cultural Affairs,B - PROJECT GRANTS,8/3/16 5:00,1/1/00 0:00,"The Fulbright-Hays Act of 1961, Public Law 87-256, 22 U.S.C 2451.","As authorized by the Fulbright-Hays Act, the Bureau of Educational and Cultural Affairs (ECA) seeks to increase mutual understanding between the people of the United States and the people of other countries by means of educational and cultural exchange programs, including the exchange of scholars, researchers, professionals, students, and educators. ECA programs foster engagement and encourage dialogue with citizens around the world. Educational and cultural engagement is premised on the knowledge that mutual understanding, the development of future leaders, and the benefits of education programs influence societies and affect official decision-making almost everywhere in the world today. ECA programs inform, engage, and influence participants across strategic sectors of society – including young people, women, teachers, scholars, journalists, and other professionals – increasing the number of foreign individuals who have first-hand experience with Americans and with the values of freedom, representative government, rule of law, economic choice, and individual dignity, while building international knowledge and capacity among Americans. The purpose of the Fulbright Student Program is to promote mutual understanding by providing opportunities for American and foreign students to study, do research, and/or serve as teaching assistants of their native languages abroad.","(Project Grants (Cooperative Agreements)) FY 15 $99,939,717; FY 16 est $99,939,717; and FY 17 est $99,939,717",19-0201-0-1-154,http://exchanges.state.gov,"Lana Muck Department of State, Bureau of Educational and Cultural Affairs, Office of Academic Exchange Programs, 2200 C Street, NW, SA-5, Fourth Floor, Room 4B07",Washington,DC,20037,(202) 632-3238
19.3,Program for Study of Eastern Europe and the Independent States of the Former Soviet Union,Department of State Bureau of Intelligence and Research,B - PROJECT GRANTS,10/29/11 5:01,1/1/92 0:00,"Research and Training for Eastern Europe and the Independent States of the Former Soviet Union Act of 1983, Public Law 90-164, Title VIII, 97 Stat. 1948, as amended by Public Law 103-199.","To sustain and strengthen American expertise on the independent states of the former Soviet Union and countries of Eastern Europe, by supporting graduate training; advanced research; public dissemination of research data, methods, and findings; contact and collaboration among Government and private specialists; and firsthand experience of these countries by American specialists, including on site conduct of advanced training and research.","(Project Grants) FY 10 $4,775,000; FY 11 est $4,775,000; and FY 12 Estimate Not Available",72-1093-0-1-150,http://www.state.gov/s/inr/grants,"Jon Crocitto 2201 C Street, NW",Washington,DC,20520,(202) 736-4661
19.031,Research and Development - Physical Security Programs,Department of State Diplomatic Security,B - Cooperative Agreements,9/4/15 5:00,1/19/12 5:00,"Omnibus Diplomatic Security and Antiterrorism Act of 1986, as amended (22 U.S.C. 4802 et seq.) , Public Law 100-204, 22 U.S.C 4802.","The Research and Development Program evaluates and recommends physical security countermeasures against terrorism threat for blast mitigation, anti-ram barriers, and forced-entry ballistic-resistant systems.",(Salaries) FY 14 Not Separately Identifiable; FY 15 Not Separately Identifiable; and FY 16 Estimate Not Available,19-0011-3-0-000 ,NA,Russell J. Norris 1400 Wilson Blvd.,Arlington,VA,22209,(703) 312-3125
19.015,"Cultural, Technical and Educational Centers",Department of State Bureau of Educational and Cultural Affairs,B - Cooperative Agreements,8/3/16 5:00,7/9/09 18:03,"The Fulbright-Hays Act of 1961 (Public Law 87-256), as amended., 22 U.S.C 2054 2078 2451; Department of State, Foreign Operations, and Related Programs Appropriations Act.","To assist various organizations identified by Congress to achieve objectives specified by Congress. As authorized by the Fulbright-Hays Act, the Bureau of Educational and Cultural Affairs (ECA) seeks to increase mutual understanding between the people of the United States and the people of other countries by means of educational and cultural exchange programs, including the exchange of scholars, researchers, professionals, students, and educators. Educational and cultural engagement is premised on the knowledge that mutual understanding, the development of future leaders, and the benefits of education programs influence societies and affect official decision-making almost everywhere in the world today.","(Cooperative Agreements) FY 15 $17,679,013; FY 16 est $17,679,013; and FY 17 est $17,679,013",19-0201-0-1-154,http://exchanges.state.gov/,"Lana Muck Department of State, Bureau of Educational and Cultural Affairs, Office of Academic Exchange Programs, 2200 C Street, NW, SA-5, Fourth Floor, Room 4B07",Washington,DC,20037,(202) 632-3238
17.791,Department of Labor Chief Evaluation Office,Department of Labor Departmental Management,B - Project Grants (Discretionary),7/30/16 5:00,5/28/16 5:00,"Consolidated Appropriations Act of 2016, Title I, Section Division H, 2029 Stat. 353.","A key way that DOL examines the impact of these agencies’ programs and policies in the lives of the American worker is by conducting rigorous research and evaluation studies that allow DOL to learn systematically about and improve the effectiveness of programs and services. This grant opportunity is designed to increase the capacity of educational institutions to rigorously examine these same issues for the benefit of the general public and the American worker. The purpose of these grants is to increase awareness and build the capacity of the American people to understand critical issues in worker protection. With a greater knowledge of worker protection research and evidence, America’s workforce will be safer and more likely to receive a fair wage for a fair day’s pay.","(Project Grants (Discretionary)) FY 15 $0; FY 16 est $2,000,000; and FY 17 est $2,000,000",16-0165-0-1-505,NA,"Molly Erwin U.S. Department of Labor, Frances Perkins Building, 200 Constitution Avenue NW, Room S2312",Washington,DC,20210,(202) 693-5091
16.825,Smart Prosecution Initiative,Department of Justice Bureau of Justice Assistance,B - Project Grants (Discretionary),9/16/16 5:00,3/2/14 5:00,"Pub. L. No. 113-76, 128 Stat. 5, 61; and, an act appropriating funds for the Department of Justice in the current fiscal year.","The Smart Prosecution Initiative builds off of the lessons learned from BJA’s other SMART Suite programs and seeks to pair action researchers with prosecutor offices to develop solutions—such as “hot spot” strategies, sophisticated crime analysis, offender-based policies, and risk and needs assessment—that create prosecution strategies in an effort to break down information silos, advance communities, improve public trust and confidence in the justice system, and increase public safety. As prosecutors implement innovative, best practices or evidenced-based approaches to address the goals listed below, there is a need to evaluate their efforts. The Smart Prosecution Initiative seeks to encourage exploration of new solutions to public safety concerns, as well as internal operations and organizational structure, while employing research partners at the problem definition stage through assessment of strategies and solutions. Some creative solutions developed by prosecutors around the country include changing how their organizations prioritize cases, using zone/geographic prosecution, using crime analysis tools to reduce gun violence, nuisance abatement, crime prevention through environmental design, drug-free and prostitute-free zones, restorative justice, community courts, truancy abatement, diversion programs, crime analysis, and cyber-crime strategies to improve public safety. Prosecutors are becoming partnership builders who bring the police, the community, and other criminal justice and local agencies together to find ways they can work together to solve problems in their jurisdictions.The goal of Smart Prosecution is to develop a body of knowledge about data-driven strategies—innovative, best practice, or evidenced-based—as they are implemented by prosecutors. BJA sought applications from state, local, or tribal prosecutor agencies interested in testing data-driven approaches that address one or more of the following three goals: • Promoting fair, impartial, and expeditious pursuit of justice; • Ensuring safe communities; and • Promoting integrity in the prosecution profession and effective coordination in the criminal justice system.","(Project Grants (Discretionary)) FY 15 $2,208,239; FY 16 est $2,500,000; and FY 17 est $5,000,000",15-0404-0-1-754,http://www.bja.gov,"Carmen Facciolo U.S. Department of Justice, Office of Justice Programs, Bureau of Justice Assistance,810 7th Street NW",Washington,DC,20531,(202) 616-6500
16.602,Corrections_Research and Evaluation and Policy Formulation,Department of Justice Bureau of Prisons,"B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION",9/16/16 5:01,1/1/76 0:00,"Juvenile Justice and Delinquency Prevention Act of 1974, as amended; Public Law 93-415, 18 U.S.C. 4351-4353.","To conduct, encourage, and coordinate research relating to corrections including the causes, prevention, diagnosis, and treatment of criminal offenders. To conduct evaluation programs which study the effectiveness of new approaches, techniques, systems, programs, and devices employed to improve the corrections system.","(Cooperative Agreements) FY 15 $147,500; FY 16 est $200,000; and FY 17 est $450,000",15-1060-0-1-754,http://www.usdoj.gov,Harry Fenstermaker 500 1st Street NW,Washington,DC,20534,(202) 307-6687
16.566,National Institute of Justice W.E.B. DuBois Fellowship Program,Department of Justice National Institute of Justice,B - PROJECT GRANTS,9/15/16 5:01,1/1/99 0:00,"Title I of the Omnibus Crime Control and Safe Streets Act of 1968, Part A, Sections 201-202, Pub. L. No. 90-351, 42 USC 3721 - 42 USC 3722 and an act appropriating funds for the Department of Justice in the current fiscal year.","The primary objective of NIJ’s W.E.B. Du Bois Fellowship Program’s is to advance the field of knowledge regarding the confluence of crime, justice, and culture in various societal contexts. The secondary objective is to provide early career researchers an opportunity to elevate independently generated research and ideas to the level of national discussion.",(Project Grants) FY 15 Not Separately Identifiable; FY 16 Not Separately Identifiable; and FY 17 Not Separately Identifiable,15-0401-0-1-754,http://nij.gov/funding/fellowships/dubois-fellowship/Pages/welcome.aspx,"NIJ, U.S. Department of Justice, Office of Justice Programs, National Institute of Justice, 810 7th Street N.W.",Washington,DC,20531,(202) 307-2942
16.562,Criminal Justice Research and Development_Graduate Research Fellowships,Department of Justice National Institute of Justice,B - PROJECT GRANTS,9/16/16 5:00,1/1/80 0:00,"Title I of the Omnibus Crime Control and Safe Streets Act of 1968, Part A, Sections 201-202, Pub. L. No. 90-351, 42 USC 3721 - 42 USC 3722; Title II, Subtitle D of the Homeland Security Act of 2002, Sections 231-233 and 235, Pub. L. 107-296, 6 USC 161 - 6 USC 163 and 6 USC 165; and an act appropriating funds for the Department of Justice in the current fiscal year.","NIJ’s Graduate Research Fellowship (GRF) program provides awards to accredited universities for the support of doctoral students engaged in research relevant to ensuring public safety, preventing and controlling crime, and ensuring the fair and impartial administration of criminal justice in the United States. The GRF Program has two tracks: Social and Behavioral Sciences; and Science, Technology, Engineering and Mathematics (STEM). This fellowship program furthers the Department’s mission by sponsoring research to provide objective, independent, evidence-based knowledge and tools to meet the challenges of crime and justice, particularly at the state and local levels.",(Project Grants) FY 15 Not Separately Identifiable; FY 16 Not Separately Identifiable; and FY 17 Not Separately Identifiable,15-0401-0-1-754,http://www.nij.gov,"NIJ, U.S. Department of Justice, Office of Justice Programs, National Institute of Justice, 810 7th Street N.W.",Washington,DC,20531,(202) 307-2942
16.56,"National Institute of Justice Research, Evaluation, and Development Project Grants",Department of Justice National Institute of Justice,"B - PROJECT GRANTS, L - DISSEMINATION OF TECHNICAL INFORMATION",9/15/16 5:00,1/1/80 0:00,"Title I of the Omnibus Crime Control and Safe Streets Act of 1968, Part A, Sections 201-202, Pub. L. No 90-351, 42 USC 3722, Title II, Subtitle D of the Homeland Security Act of 202, Sections 231-233 and 235, Pub. L. 107-296, 6 USC 161 - 6 USC 165; and an act appropriating funds for the Department of Justice in the current fiscal year.","To encourage and support research, development, and evaluation to further understanding of the causes and correlates of crime and violence, methods of crime prevention and control, and criminal justice system responses to crime and violence and contribute to the improvement of the criminal justice system and its responses to crime, violence, and delinquency.","(Project Grants) FY 15 $102,228,836; FY 16 est $52,500,000; and FY 17 est $127,000,000",15-0401-0-1-754.,http://www.ojp.usdoj.gov/nij.,"NIJ, U.S. Department of Justice, Office of Justice Programs, National Institute of Justice, 810 7th Street N.W.",Washington,DC,20531,(202) 307-6394
15.819,Energy Cooperatives to Support the National Coal Resources Data System (NCRDS),Department of the Interior U.S. Geological Survey,B - Cooperative Agreements (Discretionary Grants),8/18/16 5:00,6/3/09 9:53,"Public Health and Welfare, 42 U.S.C 15801; Minerals, Lands and Mines, 30 U.S.C 208-1; Public Lands, 43 U.S.C 31 et. seq.","To collect, interpret, correlate, and evaluate energy-related stratigraphic, chemical, and GIS data that support USGS Energy Resources Program research initiatives; to build and maintain national energy databases of; to conduct energy related research and apply knowledge gained to conduct resource assessments within the United States in order to further the understanding of energy resources within a global, geologic, economic and environmental context.","(Cooperative Agreements (Discretionary Grants)) FY 16 Not Available; FY 17 est $300,000; and FY 18 Estimate Not Available",14-0804-0-1-306,http://energy.er.usgs.gov/coal_quality/state_coops,"Joseph A. East Department of the Interior, Geological Survey, Energy Resources Program, MS 956 National Center",Reston,VA,20192,(703) 648-6450
15.818,Volcano Hazards Program Research and Monitoring,Department of the Interior U.S. Geological Survey,B - Cooperative Agreements (Discretionary Grants),8/18/16 5:00,5/26/09 15:39,"Outer Continental Shelf Resource Management, 43 U.S.C. 36d.","To advance the scientific understanding of volcanic processes and to lessen the harmful impacts of volcanic activity. The Volcano Hazards Program (VHP) monitors active and potentially active volcanoes, assesses their hazards, responds to volcanic crises, and conducts research on how volcanoes work to fulfill a Congressional mandate (Public Law 93-288) that the USGS issue ""timely warnings"" of potential volcanic hazards to responsible emergency-management authorities and to the populace affected. VHP provides domestic assistance in order to expand the expertise and capabilities applied to fulfilling its mission.","(Cooperative Agreements) FY 15 $733,291; FY 16 est $2,326,308; and FY 17 est $400,000",14-0804-0-1-306,http://volcanoes.usgs.gov/,"Charles Mandeville Volcano Hazards Program Office, Geologic Discipline, Geological Survey, 3A204 National Center",Reston,VA,20192,(703) 648-5483
15.428,Marine Gas Hydrate Research Activities,Department of the Interior Bureau of Ocean Energy Management,B - Cooperative Agreements,5/26/16 5:00,1/1/08 0:00,"Outer Continental Shelf (OCS) Lands Act, 43 U.S.C. 1331, Gas Hydrates Research Act and the Marine Minerals Research Act.",To characterize and monitor gas hydrate deposits and environmental conditions on OCS Block Mississippi Canyon 118 (MC-118) in the Gulf of Mexico.,"(Cooperative Agreements) FY 16 $0; FY 17 est $95,000; and FY 18 est $0",14-1917-0-1-302,http://www.boem.gov,"Matthew Frye BOEM Resource Evaluation Division, 381 Elden Street, MS-4070",Herndon,VA,20170,(703) 787-1514
15.159,Cultural Resources Management,Department of the Interior Bureau of Indian Affairs,"B - Project Grants (Discretionary), C - Direct Payments for Specified Use",10/30/16 5:00,10/30/16 5:00,"Archaeological Resources Protection Act of 1979, as amended (ARPA), 16 U.S.C. §§ 470aa–mm; The Lacey Act of 1900, as amended, 16 U.S.C. §§ 3371-78, and 18 U.S.C. 42; Historic, archeologic, or prehistoric items and antiquities, 18 U.S.C. § 1866(b); Native American Graves Protection and Repatriation Act of 1990 (NAGPRA), 25 U.S.C. §§ 3001-3013; National Historic Preservation Act of 1966, as amended (NHPA), 54 U.S.C. § 300101 et seq.; Preservation of Historical and Archeological Data (Archeological and Historic Preservation Act of 1974, as amended), 54 U.S.C. §§ 312501-312508; Monuments, Ruins, Sites, and Objects of Antiquity (Act for the Preservation of American Antiquities of 1906 (Antiquities Act)) 54 U.S.C. §§ 320301-320303.","To ensure the proper management, protection, and preservation of cultural resources over which the BIA maintains responsibility; furnish secure, short-term housing and care for cultural resources recovered during investigations; provide for the curation, stewardship, and public access to BIA museum collections and other cultural resources, including the increase of public awareness, appreciation, and knowledge of these resources.",(Direct Payments for Specified Use) FY 15 Not Available; FY 16 Estimate Not Available; and FY 17 Estimate Not Available,14-2100-0-1-999,http://www.bia.gov,"Anna Pardo 12220 Sunrise Valley Drive, Room 6084",Reston,VA,20191,(703) 390-6343
14.536,"Research and Evaluations, Demonstrations, and Data Analysis and Utilization",Department of Housing and Urban Development Office of Policy Development and Research,B - Cooperative Agreements,9/15/16 5:01,6/14/14 5:00,"This program is authorized under Section 501 of the Housing and Urban Development Act of 1970 (12 U.S.C. §1701z-1) and the Department of Housing and Urban Development Appropriations Act, 2014 , Public Law 113-76.","This is a Notice of Funding Availability (NOFA) from the Department of Housing and Urban Development’s (HUD) for Research and Evaluation, Demonstrations, and Data Analysis and Utilization (HUDRD). Through this NOFA, HUD plans to solicit applications for cooperative agreements to engage in research, evaluations, demonstrations, and data analysis and utilization activities. Funding will be available under three different categories or “functions”:Research and Evaluation; Demonstrations; andData analysis and utilization.","(Cooperative Agreements) FY 15 $4,495,734; FY 16 est $4,400,000; and FY 17 est $33,000,000 ",86-0108-0-1-451,NA,"Sandra Susan Brunson 451 7th Street, Room 8230",Washington,DC,20410,(202) 402-3852
14.535,Transformation Initiative: Rental Assistance Demonstration Small Research Grant Program,Department of Housing and Urban Development Office of Policy Development and Research,B - Cooperative Agreements (Discretionary Grants),9/15/16 5:01,3/13/13 15:14,"Consolidated and Further Continuing Appropiations Act, 2012. This program is undertaken by HUD's research authority under the Transformation Initiative (TI) account., Public Law 112-55.","To support research projects that will produce policy-relevant new knowledge about the implementation and consequences o HUD’s Rental Assistance Demonstration (RAD), which allows proven financing tools to be applied to at-risk public and assisted housing.",(Cooperative Agreements (Discretionary Grants)) FY 15 $0; FY 16 est $0; and FY 17 est $0,86-0402-0-1-451,NA,"Sandra Susan Brunson 451 7th Street, Room 8230",Washington,DC,20410,(202) 402-3852
14.525,Transformation Initiative Research Grants: Demonstration and Related Small Grants,Department of Housing and Urban Development Office of Policy Development and Research,B - Project Grants,9/15/16 5:01,7/12/10 7:02,"Consolidated Appropriations Act, 2010 (Public Law 111-117 approved December 16, 2009). This program is approved by HUD’s research authority under the Transformation Initiative Fund.",The Office of Policy Development and Research is conducting several major demonstrations through contract studies in the following areas: Family Self-Sufficiency; Pre-Purchase Counseling; Sustainable Building Practices; and Homeless Families Intervention. The purpose of this program is to enhance these demonstrations by providing a vehicle for conducting a number of small research projects aimed at collecting additional/supplemental information and analyses.,(Project Grants) FY 15 $0; FY 16 est $0; and FY 17 est $0,86-0402-0-1-451,NA,"Sandra Susan Brunson 451 7th Street, Room 8230",Washington,DC,20410,(202) 402-3852
14.524,Transformation Initiative Research Grants: Natural Experiments,Department of Housing and Urban Development Office of Policy Development and Research,B - Project Grants,9/15/16 5:01,7/12/10 7:00,"Consolidated Appropriations Act, 2010 (approved December 16, 2009). This program is approved under HUD’s research authority under the Transformation Initiative Fund , Public Law 111-117.","The purpose of this effort is to provide funding to support scientific research that makes use of natural experiments to evaluate the impact on local, state, and federal policies.",(Project Grants) FY 15 $0; FY 16 est $0; and FY 17 est $0,86-0402-0-1-451,NA,"Sandra Susan Brunson 451 7th Street, Room 8230",Washington,DC,20410,(202) 402-3852
14.523,Transformation Initiative Research Grants: Sustainable Community Research Grant Program,Department of Housing and Urban Development Office of Policy Development and Research,B - Cooperative Agreements,9/15/16 5:01,7/12/10 6:56,"Consolidated Appropriations Act, 2010 (Public Law 111-117 approved December 16, 2009). This program is approved by HUD’s authority and administered under the Transformation Initiative (TI) account.","The purpose of this effort is to fill key data and information gaps, and to begin to develop and evaluate policy alternatives that communities can adopt to facilitate decision making about various community investments. Additionally, the HUD believes that the results from the program will enable the department to develop a broader sustainability agenda beyond current departmental priorities, as well as any future efforts or initiatives that may be considered based on the results of the research.",(Cooperative Agreements) FY 15 $0; FY 16 est $0; and FY 17 est $0,86-0402-0-1-451,NA,"Sandra Susan Brunson 451 7th Street, Room 8230",Washington,DC,20410,(202) 402-3852
14.516,Doctoral Dissertation Research Grants,Department of Housing and Urban Development Office of Policy Development and Research,B - PROJECT GRANTS,9/15/16 5:01,1/1/01 0:00,"Housing and Urban Development Act of 1974, Title V, 12 U.S.C 1701z-1 et seq.",To enable doctoral candidates enrolled at institutions of higher education accredited by a national or regional accrediting agency recognized by the Department of Education to complete their research and dissertations on policy-relevant housing and urban development issues.,(Project Grants (Discretionary)) FY 15 $0; FY 16 est $0; and FY 17 est $0,86-0108-0-1-451,NA,"Sandra Susan Brunson 451 7th Street, Room 8230",Washington,DC,20410,(202) 402-3852
14.008,Transformation Initiative: Choice Neighborhoods Demonstration Small Research Grant Program,Department of Housing and Urban Development Office of Policy Development and Research,B - Cooperative Agreements,2/7/12 14:19,2/3/12 5:00,"Consolidated and Further Continuing Appropriations Act, 2012, This program is approved by HUD’s authority and administered under the Transformation Initiative (TI) account. , Public Law 112-55.","The purpose of this effort is to develop and implement small scale research projects that build upon the larger Choice Neighborhood Demonstration research project. The goal of this research program is to fund research related to Choice Neighborhoods that complements the work already being funded by HUD through the Choice baseline research project (C-CHI-01127/TO001). Since the Choice baseline research project will focus on implementation grants in Boston, Chicago, and New Orleans, applicants are encouraged to identify research projects in other Choice Neighborhood implementation or planning grant sites. Research projects in Boston, Chicago, and New Orleans will be eligible but the applicant must demonstrate how the proposed research would complement research already planned through the Choice baseline research project.","(Cooperative Agreements) FY 11 $0; FY 12 est $500,000; and FY 13 est $0",86-0402-0-1-451,NA,"Sandra Susan Brunson 451 7th Street, Room 8230",Washington,DC,20410,(202) 402-3852
12.91,Research and Technology Development,Department of Defense Advanced Research Projects Agency,B - PROJECT GRANTS,9/20/08 0:00,1/1/92 0:00,10 U.S.C. 2358; 10 U.S.C. 2371.,"To support and stimulate basic research, applied research and technology development at educational institutions, nonprofit organizations, and commercial firms, which may have military or dual-use application. This support may take the form of grants, cooperative agreements, or other transactions.",FY 07 est not reported; FY 08 est not reported; and FY 09 est not reported.,97-0400-0-1-051,http://www.darpa.mil/cmo,"Defense Advanced Research Projects Agency, ATTN: Director, Contract Management Office (CMO), 3701 N. Fairfax Drive",Arlington,VA,22203,(703) 696-2399
