"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2123,"Program Management, Centers for Medicare and Medicaid Services, Health and Human Services",1773290772.39,6616235252.62
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2122,"Program Management - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services",23710040.74,125671168.02
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2075,"Health Insurance Consumer Information, Office of the Secretary, Health and Human Services",0,1935058.84
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2121,"Patient Protection and Affordable Care - Program Management, Centers for Medicare and Medicaid, Health and Human Services",3765404,150149818.77
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2126,"State Children's Health Insurance Fund, Centers for Medicare and Medicaid Services, Health and Human Services",14343190163,28200941668.93
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2131,"Centers for Medicare and Medicaid Innovation, Centers for Medicare and Medicaid, Health and Human Services",390751171.83,3136757792.63
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2220,"Child Enrollment Contingency Fund, Centers for Medicare and Medicaid Services, Health and Human Services",0,579333126.56
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2120,"Medicare Health Information Technology Incentive Payments - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services",45243951.55,340567163.7
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2076,"Rate Review Grants, Office of the Secretary, Health and Human Services",0,13578210.79
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2077,"Pre-Existing Condition Insurance Plan Program, Office of the Secretary, Health and Human Services",62944395,268584698.15
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2078,"Early Retiree Reinsurance Program, Office of the Secretary, Health and Human Services",31171.31,26057724.7
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2079,"Affordable Insurance Exchange Grants, Centers for Medicare and Medicaid Services, Health and Human Services",5263694.9,12324897.43
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2224,"Risk Adjustment Program Payments, Centers for Medicare and Medicaid Services, Health and Human Services",1719501927.5,100.2
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2225,"Transitional Reinsurance Program, Centers for Medicare and Medicaid Services, Health and Human Services",641976216.32,10057.03
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2132,"Consumer Operated Oriented Plan Program Contingency Fund, Centers for Medicare and Medicaid Services, Health and Human Services",0,684.26
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2082,"Consumer Operated and Oriented Plan Program Account, Centers for Medicare and Medicaid Services, Health and Human Services",0,416.58
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2238,"Federal Hospital Insurance Trust Fund - Treasury Managed, Health and Human Services",153581345528.14,146637912781.82
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2249,"Health Care Fraud and Abuse Control Account, Health and Human Services",701750081.87,1474281955.83
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2237,"Federal Supplementary Medical Insurance Trust Fund-Treasury Managed, Health and Human Services",164403317531.37,158737068992.14
"Department of Health and Human Services","Centers for Medicare and Medicaid Services",2248,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",39835193796.02,42740951731.16
"Department of Health and Human Services","Administration for Children and Families",2201,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",8422897903.72,8721214877.39
"Department of Health and Human Services","Administration for Children and Families",2194,"Contingency Fund for State Welfare Programs, Administration for Children and Families, Health and Human Services",546250446,61749554
"Department of Health and Human Services","Administration for Children and Families",2195,"Emergency Contingency Fund for State Temporary Assistance for Needy Family Programs - Recovery Act, Administration for Children and Families, Health and Human Services",0,426453104.12
"Department of Health and Human Services","Administration for Children and Families",2187,"Payments to States for Child Support Enforcement and Family Support Programs, Administration for Children and Families, Health and Human Services",1949161622.93,2600826134.98
"Department of Health and Human Services","Administration for Children and Families",2188,"Low Income Home Energy Assistance, Administration for Children and Families, Health and Human Services",3028222008.29,612714446.89
"Department of Health and Human Services","Administration for Children and Families",2189,"Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services",721666184.5,1414062711.87
"Department of Health and Human Services","Administration for Children and Families",2191,"Promoting Safe and Stable Families, Administration for Children and Families, Health and Human Services",68687251.96,578632119.02
"Department of Health and Human Services","Administration for Children and Families",2200,"Child Care Entitlement to States, Administration for Children and Families, Health and Human Services",2036879550.39,880941456
"Department of Health and Human Services","Administration for Children and Families",2192,"Payment to States for the Child Care and Development Block Grant, Administration for Children and Families, Health and Human Services",1491183551.75,3736088250.42
"Department of Health and Human Services","Administration for Children and Families",2196,"Social Services Block Grant, Administration for Children and Families, Health and Human Services",757193371.8,948692042.95
"Department of Health and Human Services","Administration for Children and Families",2197,"Children and Families Services Programs, Administration for Children and Families, Health and Human Services",2967176218.69,9248770339.72
"Department of Health and Human Services","Administration for Children and Families",2202,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",20344824.28,59888789.35
"Department of Health and Human Services","Administration for Children and Families",2198,"Payments for Foster Care and Permanency, Administration for Children and Families, Health and Human Services",4285540839.56,5136896696.13
"Department of Health and Human Services","Administration for Community Living",2094,"Aging and Disability Services Programs, Administration for Community Living, Health and Human Services",751015990.67,1455242889.4
"Department of Health and Human Services","Departmental Management",2084,"General Departmental Management, Departmental Management, Health and Human Services",186547857.99,602755279.01
"Department of Health and Human Services","Departmental Management",2096,"Payment to the State Response to the Opioid Abuse Crisis Account, CURES Act, Departmental Administration, Health and Human Services",500000000,0
"Department of Health and Human Services","Departmental Management",2221,"State Response to the Opioid Abuse Crisis, CURES Act, Departmental Administration, Health and Human Services",0,387072137
"Department of Health and Human Services","Departmental Management",2091,"Office for Civil Rights, Departmental Management, Health and Human Services",18228680.3,65665142.09
"Department of Health and Human Services","Departmental Management",2089,"Office of the National Coordinator for Health Information Technology, Departmental Management, Health and Human Services",17786766.71,49344988.49
"Department of Health and Human Services","Departmental Management",2090,"Office of the National Coordinator for Health Information Technology - Recovery Act, Office of the Secretary, Health and Human Services",0,1733620.38
"Department of Health and Human Services","Departmental Management",2092,"Medicare Appeals, Departmental Management, Health and Human Services",45577499.11,144852314.54
"Department of Health and Human Services","Departmental Management",2093,"Public Health and Social Services Emergency Fund, Office of the Secretary, Health and Human Services",466179202.96,2094844209.34
"Department of Health and Human Services","Departmental Management",2095,"Transfers from the Patient-Centered Outcome Research Trust Fund, Departmental Management, Health and Human Services",27880436.7,123978457.42
"Department of Health and Human Services","Departmental Management",2086,"Nonrecurring Expense Fund, Office of the Secretary, Health and Human Services",27925514.63,303394382.32
"Department of Health and Human Services","Departmental Management",2083,"Health Insurance Reform Implementation Fund, Departmental Management, Health and Human Services",0,5672541.37
"Department of Health and Human Services","Departmental Management",2080,"Prevention and Public Health Fund, Departmental Management, Health and Human Services",0,840600000
"Department of Health and Human Services","Departmental Management",2081,"Pregnancy Assistance Fund, Departmental Management, Health and Human Services",278029.12,23226352.61
"Department of Health and Human Services","Departmental Management",2205,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services",0,0
"Department of Health and Human Services","Program Support Center",2117,"Retirement Pay and Medical Benefits for Commissioned Officers, Office of the Assistant Secretary for Health, Health and Human Services",291164554.29,380889329.02
"Department of Health and Human Services","Program Support Center",2099,"HHS Accrual Contribution to the Uniformed Services Retiree Health Care Fund, Office of the Assistant Secretary for Health, Health and Human Services",31965930,0
"Department of Health and Human Services","Program Support Center",2181,"Scientific Activities Overseas, Special Foreign Currency Program, Assistant Secretary for Health, Health and Human Services",0,968170.18
"Department of Health and Human Services","Program Support Center",2182,"Public Health Emergency Fund, Public Health Services, Office of Assistant Secretary for Health, Health and Human Services",0,56507.52
"Department of Health and Human Services","Program Support Center",2212,"HHS Service and Supply Fund, Program Support Center, Health and Human Services",692015808.47,1316263354.52
"Department of Health and Human Services","Program Support Center",2239,"Contributions, Indian Health Facilities, Indian Health Services, Health and Human Services",24908873.71,12239513.93
"Department of Health and Human Services","Program Support Center",2241,"Food and Drug Administration Unconditional Gift Fund",0,0
"Department of Health and Human Services","Program Support Center",2242,"National Institutes of Health Unconditional Gift Fund, Health and Human Services",184342.7,57803164.63
"Department of Health and Human Services","Program Support Center",2243,"Unconditional Gift Fund, Health Resources and Services Administration, Health and Human Services",0,147757.52
"Department of Health and Human Services","Program Support Center",2244,"Gifts and Donations, Centers for Disease Control, Health and Human Services",5990187.24,30833741.98
"Department of Health and Human Services","Program Support Center",2245,"National Institutes of Health Conditional Gift Fund, Health and Human Services",10834802.85,96758823.99
"Department of Health and Human Services","Program Support Center",2246,"Conditional Gift Fund, Health Resources and Services Administration, Health and Human Services",2500,3875503.26
"Department of Health and Human Services","Program Support Center",2255,"Patients' Benefit Fund, National Institutes of Health, Health and Human Services",1931,367131.42
"Department of Health and Human Services","Program Support Center",2256,"Patients' Benefit Fund, Health Resources and Services Administration, Health and Human Services",4198.59,376429.54
"Department of Health and Human Services","Program Support Center",2250,"Administration on Aging Gift Fund, Health and Human Services",0,310491.36
"Department of Health and Human Services","Program Support Center",2251,"Indian Health Service Gift Fund, Health and Human Services",14543.59,858210.34
"Department of Health and Human Services","Program Support Center",2252,"Agency for Healthcare Research and Quality Gift Fund, Health and Human Services",25773.54,190180.91
"Department of Health and Human Services","Program Support Center",2253,"Substance Abuse and Mental Health Administration Gift Fund, Health and Human Services",0,289482.18
"Department of Health and Human Services","Program Support Center",2254,"Office of the Secretary Gift Fund, Health and Human Services",0,102755.95
"Department of Health and Human Services","Office of the Inspector General",2087,"Office of the Inspector General, Office of the Secretary, Health and Human Services",179384028.85,249591811.78
"Department of Homeland Security","Office of the Secretary and Executive Management",1858,"Office of the Secretary and Executive Management, Operations and Support, Departmental Management and Operations, Homeland Security",66557269.32,34844483.13
"Department of Homeland Security","Office of the Secretary and Executive Management",1859,"Counterterrorism Fund, Departmental Management and Operations, Homeland Security",0,39687.35
"Department of Homeland Security","Office of the Secretary and Executive Management",1861,"Office of the Secretary and Executive Management, Departmental Management and Operations, Homeland Security",33807.89,7693914.98
"Department of Homeland Security","Office of the Secretary and Executive Management",1991,"Gifts and Donations, Department Management, Homeland Security",0,3256866.94
"Department of Homeland Security","Office of the Under Secretary for Management",1863,"Office of the Under Secretary for Management, Operations and Support, Departmental Management and Operations, Homeland Security",262826032.83,260403358.58
"Department of Homeland Security","Office of the Under Secretary for Management",1862,"Office of the Under Secretary for Management, Departmental Management and Operations, Homeland Security",224407.19,115656603.17
"Department of Homeland Security","Office of the Under Secretary for Management",1860,"Department-Wide Technology Investments, Departmental Management, Homeland Security",4015977.13,248709089.65
"Department of Homeland Security","Office of the Under Secretary for Management",1864,"Office of the Chief Information Officer, Departmental Management and Operations, Homeland Security",1102884.78,54484622.56
"Department of Homeland Security","Office of the Under Secretary for Management",1875,"Procurement, Construction, and Improvements, Departmental Management and Operations, Homeland Security",33704630.58,50471015.48
"Department of Homeland Security","Office of the Under Secretary for Management",1934,"Research and Development, Departmental Management and Operations, Homeland Security",380629.36,1301581.68
"Department of Homeland Security","Office of the Under Secretary for Management",1947,"Working Capital Fund Departmental Management, Homeland Security",200237900.47,415255649.6
"Department of Homeland Security","Analysis and Operations",1865,"Analysis and Operations, Operations and Support, Departmental Management and Operations, Homeland Security",102135317.16,83599274.73
"Department of Homeland Security","Office of the Inspector General",1867,"Operations and Support, Office of Inspector General, Homeland Security",99608091.11,45861898.75
"Department of Homeland Security","U.S. Customs and Border Protection",1892,"Operations and Support, U.S. Customs and Border Protection, Homeland Security",6178708912.75,3679458680.01
"Department of Homeland Security","U.S. Customs and Border Protection",1884,"Customs and Border Protection, USCS, Homeland Security",0,122011.45
"Department of Homeland Security","U.S. Customs and Border Protection",1970,"Customs and Border Protection Services at User Fee Facilities, U.S. Customs and Border Protection, Homeland Security",13008613.14,18945773.23
"Department of Homeland Security","U.S. Customs and Border Protection",1950,"Customs and Border Protection, Immigration User Fees, Border and Transportation Security, Homeland Security",361946009.36,548931012.14
"Department of Homeland Security","U.S. Customs and Border Protection",1952,"Customs and Border Protection, Land Border Inspection Fees, Border and Transportation Security, Homeland Security",24681025,37120889.81
"Department of Homeland Security","U.S. Customs and Border Protection",1961,"Immigration Enforcement Account, Border and Transportation Security, Homeland Security",0,1655987.31
"Department of Homeland Security","U.S. Customs and Border Protection",1971,"Customs and Border Protection, Customs User Fees Account, USCS, Homeland Security",311591112.74,809106397.09
"Department of Homeland Security","U.S. Customs and Border Protection",1997,"Customs and Border Protection, Violent Crime Reduction Trust Fund, USCS, Homeland Security",0,0.56
"Department of Homeland Security","U.S. Customs and Border Protection",1895,"Border Security Fencing, Infrastructure, and Technology, U.S. Customs and Border Protection, Homeland Security",11400734.78,159571200.04
"Department of Homeland Security","U.S. Customs and Border Protection",1893,"Automation Modernization, U.S. Customs and Border Protection, Homeland Security",39027.54,42796426.35
"Department of Homeland Security","U.S. Customs and Border Protection",1894,"Procurement, Construction, and Improvements, U.S. Customs and Border Protection, Homeland Security",160669646.42,817783160.1
"Department of Homeland Security","U.S. Customs and Border Protection",1900,"Air and Marine Operations, U.S. Customs and Border Protection, Homeland Security",794512.5,74905171.07
"Department of Homeland Security","U.S. Customs and Border Protection",1945,"Enhanced Inspectional Services, U.S. Customs and Border Protection, Homeland Security",8684258.68,10115741.32
"Department of Homeland Security","U.S. Customs and Border Protection",1969,"Customs and Border Protection, Transfer and Expenses of Operation, Puerto Rico, USCS, Homeland Security",19918484.91,87400558.02
"Department of Homeland Security","U.S. Customs and Border Protection",1964,"International Registered Traveler Program Fund, U.S. Customs and Border Protection, Homeland Security",38264728.63,275170756.19
"Department of Homeland Security","U.S. Customs and Border Protection",1967,"Electronic System for Travel Authorization, U.S. Customs and Border Protection, Homeland Security",26169267.79,261716470.63
"Department of Homeland Security","U.S. Customs and Border Protection",1966,"APEC Business Travel Card Account, Customs and Border Protection, Homeland Security",0,4297144
"Department of Homeland Security","U.S. Customs and Border Protection",1973,"9-11 Response and Biometric Exit Account, U.S. Customs and Border Protection, Homeland Security",20080870.41,116742890.46
"Department of Homeland Security","U.S. Customs and Border Protection",2001,"Refunds, Transfers and Expenses, Abandoned and Seized Goods, USCS, Homeland Security",529778.95,2685379.06
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",1896,"Operations and Support, U.S. Immigration and Customs Enforcement, Homeland Security",3301018034.73,1184801885.72
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",1885,"Immigration and Customs Enforcement, Border and Transportation Security, Homeland Security",0,65237.44
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",1955,"Student and Exchange Visitor Program, Border and Transportation Security, Homeland Security",74468623.12,207806903.99
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",2000,"Violent Crime Reduction Program, Immigration Services, Homeland Security",0,0.16
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",1954,"Breach Bond/Detention Fund, Border and Transportation Security, Homeland Security",20568601.01,48945388.72
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",1956,"Immigration User Fee Account, BICE, Homeland Security",80462210.61,151813248.56
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",1963,"Detention and Removal Operations, U.S. Immigration and Customs Enforcement, Homeland Security",832.12,1934444.14
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",1899,"Automation Modernization, U.S. Immigration and Customs Enforcement, Homeland Security",570714.64,6082911.5
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",1901,"Procurement, Construction, and Improvements, U.S. Immigration and Customs Enforcement, Homeland Security",3656398.95,31206691.93
"Department of Homeland Security","Transportation Security Administration",1902,"Operations and Support, Transportation Security Administration, Homeland Security",3172927881.73,5020459378.27
"Department of Homeland Security","Transportation Security Administration",1887,"Expenses, Transportation Security Administration, Border and Transportation Security, Homeland Security",2628.57,3514.18
"Department of Homeland Security","Transportation Security Administration",1897,"Federal Air Marshals, Transportation Security Administration,  Homeland Security",13749.12,10282430.03
"Department of Homeland Security","Transportation Security Administration",1959,"Unclaimed Checkpoint Money, Transportation Security Administration, Homeland Security",0,2174399.47
"Department of Homeland Security","Transportation Security Administration",1965,"Airport Checkpoint Screening Fund, Transportation Security Administration, Homeland Security",93948,530752.25
"Department of Homeland Security","Transportation Security Administration",1903,"Surface Transportation Security, Transportation Security Administration, Homeland Security",4024.49,8649254.2
"Department of Homeland Security","Transportation Security Administration",1906,"Intelligence and Vetting , Transportation Security Administration, Homeland Security",302676.94,32331860.07
"Department of Homeland Security","Transportation Security Administration",1905,"Transportation Security Support, Transportation Security Administration, Homeland Security",28846.93,49009624.73
"Department of Homeland Security","Transportation Security Administration",1904,"Research and Development, Transportation Security Administration, Border and Transportation Security, Homeland Security",0,243849.41
"Department of Homeland Security","Transportation Security Administration",1877,"Procurement, Construction, and Improvements, Transportation Security Administration, Homeland Security",15539006.28,199597153.39
"Department of Homeland Security","Transportation Security Administration",1957,"Aviation Security Capital Fund, Transportation Security Administration, Homeland Security",17677978.97,578437512.05
"Department of Homeland Security","Transportation Security Administration",1935,"Research and Development,Transportation Security Administration, Homeland Security",123825.38,20766174.62
"Department of Homeland Security","United States Coast Guard",1913,"Operating Expenses, Coast Guard, Homeland Security",3508768786.64,1288594042.08
"Department of Homeland Security","United States Coast Guard",1914,"Environmental Complaince and Restoration, Coast Guard, Homeland Security",4982964.17,33228519.24
"Department of Homeland Security","United States Coast Guard",1915,"Reserve Training, Coast Guard, Homeland Security",46103342.42,20234314.13
"Department of Homeland Security","United States Coast Guard",1916,"Acquisition, Construction, and Improvements, Coast Guard, Homeland Security",305572945.77,2575770734.3
"Department of Homeland Security","United States Coast Guard",1917,"Alteration of Bridges, Coast Guard, Homeland Security",0,14617838.96
"Department of Homeland Security","United States Coast Guard",1918,"Research, Development, Test, and Evaluation, Coast Guard, Homeland Security",8836558.85,46123497.26
"Department of Homeland Security","United States Coast Guard",1919,"Medicare-Eligible Retiree Health Fund Contribution, United States Coast Guard, Homeland Security",204135830,0
"Department of Homeland Security","United States Coast Guard",1912,"Retired Pay, Coast Guard, Homeland Security",852592132.6,202818155.52
"Department of Homeland Security","United States Coast Guard",1946,"Supply Fund, USCG, Homeland Security",31103049.7,133106417.27
"Department of Homeland Security","United States Coast Guard",1949,"Yard Fund, USCG, Homeland Security",65353225.55,164561709.17
"Department of Homeland Security","United States Coast Guard",1988,"Sport Fish Restoration and Boating Trust Fund, Homeland Security",0,0
"Department of Homeland Security","United States Coast Guard",1989,"Boat Safety, USCG, Homeland Security",106627585.31,15710515.62
"Department of Homeland Security","United States Coast Guard",1998,"General Gift Fund, USCG, Homeland Security",756418.43,2437775.5
"Department of Homeland Security","United States Coast Guard",1990,"Oil Spill Liability Trust Fund-Treasury Managed, Homeland Security",48679.52,0
"Department of Homeland Security","United States Coast Guard",1994,"Oil Spill Recovery, USCG, Homeland Security",17132500.74,234953902.89
"Department of Homeland Security","United States Coast Guard",1992,"Payment of Claims (Oil Spill Liability Trust Fund), Homeland Security",9859148.92,0
"Department of Homeland Security","United States Secret Service",1870,"Operations and Support, United States Secret Service, Homeland Security",820590333.75,193707852.8
"Department of Homeland Security","United States Secret Service",1874,"Contribution for Annuity Benefits, United States Secret Service, Homeland Security",128098222.54,190709666.25
"Department of Homeland Security","United States Secret Service",1871,"Procurement, Construction, and Improvements, United States Secret Service, Homeland Security",19117974.52,101985716.59
"Department of Homeland Security","United States Secret Service",1937,"Research and Development, United States Secret Service, Homeland Securty",0,2790797
"Department of Homeland Security","National Protection and Programs Directorate",1911,"Operations and Support, National Protection and Programs Directorate, Homeland Security",519227359.82,241604458.28
"Department of Homeland Security","National Protection and Programs Directorate",1943,"Operating Expenses, Information Analysis and Infrastructure Protection, Homeland Security",0,508800.84
"Department of Homeland Security","National Protection and Programs Directorate",1910,"Infrastructure Protection and Information Security, National Protection and Programs Directorate, Homeland Security",56077.99,40547187.55
"Department of Homeland Security","National Protection and Programs Directorate",1898,"Federal Protective Service, National Protection and Programs Directorate, Homeland Security",965950454.78,679378809.93
"Department of Homeland Security","National Protection and Programs Directorate",1891,"Office of Biometric Identity Management, National Protection and Programs Directorate, Homeland Security",1211009.95,167206063.23
"Department of Homeland Security","National Protection and Programs Directorate",1927,"Biodefense Countermeasures, National Protection and Programs Directorate, Homeland Security",0,13167.4
"Department of Homeland Security","National Protection and Programs Directorate",1879,"Procurement, Construction, and Improvements, National Protection and Programs Directorate, Homeland Security",95253639.03,380703198.4
"Department of Homeland Security","National Protection and Programs Directorate",1938,"Research and Development, National Protection and Programs Directorate, Homeland Security",860859.32,2218144.99
"Department of Homeland Security","Office of Health Affairs",1866,"Operations and Support, National Protection and Programs Directorate, Homeland Security",30239703.54,125084389.05
"Department of Homeland Security","Federal Emergency Management Agency",1880,"Federal Assistance, Federal Emergency Management Agency, Homeland Security",107889424.75,2458845826.13
"Department of Homeland Security","Federal Emergency Management Agency",1920,"Operations and Support, Federal Emergency Management Agency, Homeland Security",387158187.1,326908989.76
"Department of Homeland Security","Federal Emergency Management Agency",1907,"State and Local Programs, Federal Emergency Management Agency, Homeland Security",613034.37,88653323.07
"Department of Homeland Security","Federal Emergency Management Agency",1890,"Office of Domestic Preparedness, Federal Emergency Management Agency, Homeland Security",0,0
"Department of Homeland Security","Federal Emergency Management Agency",1908,"Firefighter Assistance Grants, Federal Emergency Management Agency, Homeland Security",0,82832265.84
"Department of Homeland Security","Federal Emergency Management Agency",1931,"Emergency Management Performance Grants, Federal Emergency Management Agency, Homeland Security",111640,17927973.83
"Department of Homeland Security","Federal Emergency Management Agency",1928,"Radiological Emergency Preparedness Program, Federal Emergency Management Agency, Homeland Security",14691341.04,69014850.37
"Department of Homeland Security","Federal Emergency Management Agency",1909,"United States Fire Administration, Federal Emergency Management Agency, Homeland Security",41268.11,5297480.04
"Department of Homeland Security","Federal Emergency Management Agency",1922,"Disaster Relief, Federal Emergency Management Agency, Homeland Security",18035152688.33,30670461087.04
"Department of Homeland Security","Federal Emergency Management Agency",1883,"Flood Hazard Mapping and Risk Analysis Program, Federal Emergency Management Agency, Homeland Security",2192950.82,21042436.01
"Department of Homeland Security","Federal Emergency Management Agency",1944,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",9509473133.65,16301016120.27
"Department of Homeland Security","Federal Emergency Management Agency",1972,"National Flood Insurance Reserve Fund, Homeland Security",730607850,989223397.3
"Department of Homeland Security","Federal Emergency Management Agency",1929,"National Predisaster Mitigation Fund, Federal Emergency Management Agency, Homeland Security",8430704.05,93870914.8
"Department of Homeland Security","Federal Emergency Management Agency",1921,"Grant Programs, Emergency Preparedness and Response, Homeland Security",0,0.05
"Department of Homeland Security","Federal Emergency Management Agency",1924,"Emergency Food and Shelter, Federal Emergency Management Agency, Homeland Security",0,1000000.07
"Department of Homeland Security","Federal Emergency Management Agency",1925,"Preparedness, Mitigation, Response, and Recovery, Federal Emergency Management Agency, Homeland Security",0,81048.14
"Department of Homeland Security","Federal Emergency Management Agency",1926,"Administrative and Regional Operations, Emergency Preparedness and Response, Homeland Security",0,1672.31
"Department of Homeland Security","Federal Emergency Management Agency",1923,"Disaster Assistance Direct Loan Program Account, Federal Emergency Management Agency, Homeland Security",170519015.97,5040120923.61
"Department of Homeland Security","Federal Emergency Management Agency",1881,"Procurement, Construction, and Improvements, Federal Emergency Management Agency, Homeland Security",6040516.49,27829630.11
"Department of Homeland Security","Citizenship and Immigration Services",1869,"Operations and Support, United States Citizenship and Immigration Services, Homeland Security",41366730.66,35477188.6
"Department of Homeland Security","Citizenship and Immigration Services",1951,"Immigration Examination Fees, Immigration Services, Homeland Security",2011517038.51,3274527183.01
"Department of Homeland Security","Citizenship and Immigration Services",1953,"Immigration Services, H-1 B Funded, Homeland Security",10090000,28387665.61
"Department of Homeland Security","Citizenship and Immigration Services",1958,"H-1B and L Fraud Prevention and Detection Account, Citizenship and Immigration Services, Homeland Security",13794741.51,74014317.24
"Department of Homeland Security","Citizenship and Immigration Services",1876,"Procurement, Construction, and Improvements, United States Citizenship and Immigration Services, Homeland Security",2001678.15,5207739.03
"Department of Homeland Security","Federal Law Enforcement Training Center",1888,"Operations and Support, Federal Law Enforcement Training Center, Homeland Security",175624154.48,207468205.62
"Department of Homeland Security","Federal Law Enforcement Training Center",1889,"Procurement, Construction, and Improvements, Federal Law Enforcement Training Center, Homeland Security",10910477.69,232523361.04
"Department of Homeland Security","Science and Technology",1933,"Operations and Support, Science and Technology, Homeland Security",136300167.45,274624107.32
"Department of Homeland Security","Science and Technology",1939,"Management and Administration, Science and Technology, Homeland Security",73.44,3436464.19
"Department of Homeland Security","Science and Technology",1936,"Research and Development, Science and Technology, Homeland Security",114991220.62,329681493.65
"Department of Homeland Security","Domestic Nuclear Detection Office",1941,"Operations and Support, Domestic Nuclear Detection Office, Homeland Security",89810026.12,11515499.26
"Department of Homeland Security","Domestic Nuclear Detection Office",1940,"Research and Development, Domestic Nuclear Detection Office, Homeland Security",32429226.69,83407867.12
"Department of Homeland Security","Domestic Nuclear Detection Office",1942,"Procurement, Construction, and Improvements, Domestic Nuclear Detection Office,  Homeland Security",42010051.95,60331235.25
"Department of Homeland Security","Domestic Nuclear Detection Office",1878,"Federal Assistance, Domestic Nuclear Detection Office, Homeland Security",4038710.57,44250604.39
"Department of Housing and Urban Development","Public and Indian Housing Programs",2324,"Tenant-Based Rental Assistance, Public and Indian Housing, Housing and Urban Development",10322210141,1828455390
"Department of Housing and Urban Development","Public and Indian Housing Programs",2333,"Housing Certificate Fund, Public and Indian Housing, Housing and Urban Development",894987,227227592.66
"Department of Housing and Urban Development","Public and Indian Housing Programs",2326,"Public Housing Capital Fund, Public and Indian Housing, Housing and Urban Development",22349238.92,1025979293.19
"Department of Housing and Urban Development","Public and Indian Housing Programs",2300,"Public Housing Operating Fund, Public and Indian Housing, Housing and Urban Development",2152566026,626168039.13
"Department of Housing and Urban Development","Public and Indian Housing Programs",2310,"Drug Elimination Grants for Low-Income Housing, Housing Programs, Housing and Urban Development",0,0
"Department of Housing and Urban Development","Public and Indian Housing Programs",2355,"Choice Neighborhoods Initiative, Public and Indian Housing Programs, Housing and Urban Development",4950000,197194931.7
"Department of Housing and Urban Development","Public and Indian Housing Programs",2314,"Revitalization of Severely Distressed Public Housing, (HOPE VI), Public and Indian Housing, Housing and Urban Development",0,1420345.4
"Department of Housing and Urban Development","Public and Indian Housing Programs",2356,"Family Self-Sufficiency, Public and Indian Housing, Housing and Urban Development",74928958,39786210.66
"Department of Housing and Urban Development","Public and Indian Housing Programs",2329,"Native American Housing Block Grants, Public and Indian Housing, Housing and Urban Development",43505385,319057146.68
"Department of Housing and Urban Development","Public and Indian Housing Programs",2320,"Native Hawaiian Housing Block Grant, Public and Indian Housing, Housing and Urban Development",2000000,526519.46
"Department of Housing and Urban Development","Public and Indian Housing Programs",2317,"Indian Housing Loan Guarantee Fund Program Account, Public and Indian Housing, Housing and Urban Development",977248.36,11341723.22
"Department of Housing and Urban Development","Public and Indian Housing Programs",2318,"Native Hawaiian Housing Loan Guarantee Fund Program Account, Public and Indian Housing, Housing and Urban Development",0,5925554.02
"Department of Housing and Urban Development","Community Planning and Development",2327,"Housing Opportunities for Persons with AIDS, Community Planning and Development, Housing and Urban Development",284826060,177169663.99
"Department of Housing and Urban Development","Community Planning and Development",2299,"Community Development Fund, Community Planning and Development, Housing and Urban Development",2090470165.14,37246656397.77
"Department of Housing and Urban Development","Community Planning and Development",2331,"Empowerment Zones/Enterprise Communities, Community Planning and Development, Housing and Urban Development",0,118000
"Department of Housing and Urban Development","Community Planning and Development",2330,"Brownfields Redevelopment, Community Planning and Development, Housing and Urban Development",0,114717.5
