"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Defense","Department of the Army","Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army","021-1005","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Military Construction - Recovery Act, Army","021-2051","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Military Construction - Recovery Act, Army National Guard","021-2094","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Military Construction, Army National Guard","021-2085","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Military Personnel, Army","021-2010","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Missile Procurement, Army","021-2032","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","National Guard Personnel, Army","021-2060","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","National Military Cemeteries Concessions, Army","021-5602","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","National Science Center, Army","021-5286","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Operating Expenses of the Coalition Provisional Authority, Army","021-2090","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Operation and Maintenance, Army Reserve","021-2080","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Other Procurement, Army","021-2035","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Procurement of Ammunition, Army","021-2034","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Procurement of Weapons and Tracked Combat Vehicles, Army","021-2033","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Research, Development, Test, and Evaluation, Army","021-2040","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Reserve Personnel, Army","021-2070","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Restoration, Rocky Mountain Arsenal, Army","021-5098","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Salaries and Expenses, Cemeterial Expenses, Army","021-1805","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Army","Wildlife Conservation, Etc., Military Reservations, Army","021-5095","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Aircraft Procurement, Navy","017-1506","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Coastal Defense Augmentation, Navy","017-0380","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Department of the Navy General Gift Fund, Navy","017-8716","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Environmental Restoration, Navy","017-0810","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Family Housing Construction, Navy and Marine Corps","017-0730","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Family Housing Operation and Maintenance, Navy and Marine Corps","017-0735","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Ford Island Improvement Account","017-5562","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy","017-5185","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Medicare-Eligible Retiree Health Fund Contribution, Marine Corps","017-1001","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Medicare-Eligible Retiree Health Fund Contribution, Navy","017-1000","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Marine Corps","017-1003","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Navy","017-1002","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Military Construction - Recovery Act, Navy and Marine Corps","017-1206","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Military Construction, Naval Reserve","017-1235","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Military Personnel, Marine Corps","017-1105","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Military Personnel, Navy","017-1453","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","National Defense Sealift Fund, Navy","017-4557","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","National Sea-Based Deterrence Fund, Navy","017-1612","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Operation and Maintenance, Marine Corps Reserve","017-1107","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Operation and Maintenance, Navy","017-1804","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Operation and Maintenance, Navy Reserve","017-1806","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Other Procurement, Navy","017-1810","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Payments to Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy","017-1236","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Procurement of Ammunition, Navy and Marine Corps","017-1508","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Procurement, Marine Corps","017-1109","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Research, Development, Test, and Evaluation, Navy","017-1319","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Reserve Personnel, Marine Corps","017-1108","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Reserve Personnel, Navy","017-1405","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Shipbuilding and Conversion, Navy","017-1611","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Ships' Stores Profits, Navy","017-8723","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","United States Naval Academy General Gift Fund","017-8733","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Weapons Procurement, Navy","017-1507","1","2019","2018-12-31",0,0
"Department of Defense","Department of the Navy","Wildlife Conservation, Etc., Military Reservations, Navy","017-5095","1","2019","2018-12-31",0,0
"Department of Defense","Department-Wide Programs","Family Housing Construction, Defense-Wide","097-0760","1","2019","2018-12-31",0,0
"Department of Defense","Department-Wide Programs","Family Housing Operation and Maintenance, Defense-Wide","097-0765","1","2019","2018-12-31",0,0
"Department of Defense","Department-Wide Programs","Military Construction - Recovery Act, Defense-Wide","097-0501","1","2019","2018-12-31",0,0
"Department of Defense","Department-Wide Programs","Operation and Maintenance, Defense-Wide, Defense","097-0100","1","2019","2018-12-31",0,0
"Department of Defense","Department-Wide Programs","Procurement, Defense-Wide","097-0300","1","2019","2018-12-31",0,0
"Department of Defense","Department-Wide Programs","Research, Development, Test, and Evaluation, Defense-Wide","097-0400","1","2019","2018-12-31",0,0
"Department of Defense","Finance and Accounting Services","Consolidated Reporting for DOD Closed Accounts, Defense","097-3999","1","2019","2018-12-31",0,0
"Department of Defense","Finance and Accounting Services","Defense Working Capital Fund, Navy","097-4930","1","2019","2018-12-31",0,0
"Department of Defense","Finance and Accounting Services","Department of Defense General Gift Fund, Defense","097-8163","1","2019","2018-12-31",0,0
"Department of Defense","Finance and Accounting Services","Foreign National Employees Separation Pay Account, Defense","097-8165","1","2019","2018-12-31",0,0
"Department of Defense","Finance and Accounting Services","Voluntary Separation Incentive Fund, Defense","097-8335","1","2019","2018-12-31",0,0
"Department of Defense","Legal Services Agency","United States Court of Appeals for the Armed Forces, Defense","097-0104","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Chemical Agents and Munitions Destruction, Defense","097-0390","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Chemical Demilitarization Construction, Defense-Wide","097-0391","1","2019","2018-12-31",0,5209355.22
"Department of Defense","Military Construction","Defense Production Act Purchases, Defense","097-0360","1","2019","2018-12-31",0,5209355.22
"Department of Defense","Military Construction","Department of Defense Base Closure Account 1990, Defense","097-0510","1","2019","2018-12-31",0,5209355.22
"Department of Defense","Military Construction","Department of Defense Base Closure Account 2005, Defense","097-0512","1","2019","2018-12-31",0,5209355.22
"Department of Defense","Military Construction","Department of Defense Base Closure Account, Defense","097-0516","1","2019","2018-12-31",0,7769167.06
"Department of Defense","Military Construction","Department of Defense Family Housing Improvement Fund, Defense","097-0834","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Department of Defense Military Unaccompanied Housing Improvement Fund, Defense","097-0836","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Department of Defense Overseas Military Facility Investment Recovery Account, Defense","097-5193","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Disposal of Department of Defense Real Property, Defense","097-5188","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Foreign Currency Fluctuations, Construction, Defense","097-0803","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Foreign Currency Fluctuations, Defense","097-0801","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Homeowners Assistance Fund - Recovery Act, Defense","097-4091","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Homeowners Assistance Fund, Defense","097-4090","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Host Nation Support for U.S. Relocation Activities, Defense","097-8337","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Military Construction, Air Force","057-3300","1","2019","2018-12-31",0,1450000
"Department of Defense","Military Construction","Military Construction, Army","021-2050","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Military Construction, Army Reserve","021-2086","1","2019","2018-12-31",199980,1125720
"Department of Defense","Military Construction","Military Construction, Defense-Wide","097-0500","1","2019","2018-12-31",0,202030.29
"Department of Defense","Military Construction","Military Construction, Navy and Marine Corps","017-1205","1","2019","2018-12-31",0,495428.2
"Department of Defense","Military Construction","Support for U.S. Relocation to Guam Activities, Defense","097-8358","1","2019","2018-12-31",0,0
"Department of Defense","Military Construction","Use of Proceeds from the Transfer or Disposition of Commissary Facilities, Defense","097-5195","1","2019","2018-12-31",0,0
"Department of Defense","Military Retirement","Concurrent Receipt Accrual Payments to the Military Retirement Fund, Defense","097-0041","1","2019","2018-12-31",0,0
"Department of Defense","Military Retirement","Department of Defense Military Retirement Fund","097-8097","1","2019","2018-12-31",0,0
"Department of Defense","Military Retirement","Department of Defense, Medicare-Eligible Retiree Health Care Fund","097-5472","1","2019","2018-12-31",0,0
"Department of Defense","Military Retirement","Payment to Department of Defense Medicare-Eligible Retiree Health Care Fund","097-0850","1","2019","2018-12-31",0,0
"Department of Defense","Military Retirement","Payments to Military Retirement Fund, Defense","097-0040","1","2019","2018-12-31",0,0
"Department of Defense","National Guard Bureau","National Guard and Reserve Equipment, Defense","097-0350","1","2019","2018-12-31",0,0
"Department of Defense","Office of the Inspector General","Office of the Inspector General, Defense","097-0107","1","2019","2018-12-31",0,0
"Department of Defense","Operation and Maintenance","Building Maintenance Fund, Defense","097-4931","1","2019","2018-12-31",0,0
"Department of Defense","Operation and Maintenance","Military Personnel, Air Force","057-3500","1","2019","2018-12-31",0,20463037.23
"Department of Defense","Operation and Maintenance","Operation and Maintenance, Air Force","057-3400","1","2019","2018-12-31",170437.58,20292599.65
"Department of Defense","Operation and Maintenance","Operation and Maintenance, Army","021-2020","1","2019","2018-12-31",0,0
"Department of Defense","Operation and Maintenance","Operation and Maintenance, Army National Guard","021-2065","1","2019","2018-12-31",0,0
"Department of Defense","Operation and Maintenance","Operation and Maintenance, Marine Corps","017-1106","1","2019","2018-12-31",0,0
"Department of Defense","Operation and Maintenance","Operational Test and Evaluation, Defense","097-0460","1","2019","2018-12-31",0,0
"Department of Defense","Other","Drug Interdiction and Counter-Drug Activities, Defense","097-0105","1","2019","2018-12-31",0,0
"Department of Defense","Other","Pentagon Reservation Maintenance Revolving Fund","097-4950","1","2019","2018-12-31",0,0
"Department of Defense","Other-Cooperations","Counterterrorism Partnerships Fund, Defense","097-0145","1","2019","2018-12-31",0,0
"Department of Defense","Other-Cooperations","Defense Cooperation Account, Defense","097-5187","1","2019","2018-12-31",0,0
"Department of Defense","Other-Cooperations","Mutually Beneficial Activities, Defense","097-5613","1","2019","2018-12-31",0,0
"Department of Defense","Other-Emergencies","Defense Emergency Response Fund, Defense","097-0833","1","2019","2018-12-31",0,0
"Department of Defense","Other-Emergencies","Emergency Response Fund, Defense","097-4965","1","2019","2018-12-31",0,0
"Department of Defense","Other-Emergencies","Overseas Contingency Operations Transfer Fund, Defense","097-0118","1","2019","2018-12-31",0,0
"Department of Defense","Other-Emergencies","Overseas Humanitarian, Disaster, and Civic AID, Defense","097-0819","1","2019","2018-12-31",0,0
"Department of Defense","Other-Environment","Contributions for Renewable Energy Impact Assessments and Mitigation, Defense","097-5753","1","2019","2018-12-31",0,0
"Department of Defense","Other-Environment","Environmental Restoration, Defense","097-0810","1","2019","2018-12-31",0,0
"Department of Defense","Other-Environment","Environmental Restoration, Formerly Used Defense Sites, Defense","097-0811","1","2019","2018-12-31",0,0
"Department of Defense","Other-Unknown","Burden Sharing Contribution, Defense","097-5441","1","2019","2018-12-31",0,0
"Department of Defense","Other-Unknown","Counter-Islamic State of Iraq and Levant Overseas Contingency Operations Transfer Fund, Defense","097-0120","1","2019","2018-12-31",0,0
"Department of Defense","Other-Unknown","Department of Defense Acquisition Workforce Development Fund","097-0111","1","2019","2018-12-31",0,0
"Department of Defense","Other-Unknown","Department of Defense, Education Benefits Fund","097-8098","1","2019","2018-12-31",0,0
"Department of Defense","Other-Unknown","Lease of Department of Defense Real Property, Defense","097-5189","1","2019","2018-12-31",0,0
"Department of Defense","Other-Unknown","Mine Resistant Ambush Protected Vehicle Fund, Defense","097-0144","1","2019","2018-12-31",0,0
"Department of Defense","Other-Unknown","National Defense Stockpile Transaction Fund, Defense","097-4555","1","2019","2018-12-31",0,0
"Department of Defense","Other-Unknown","National Security Education Trust Fund, Defense","097-8168","1","2019","2018-12-31",0,0
"Department of Defense","Other-Unknown","North Atlantic Treaty Organization, Security Investment Program, Defense","097-0804","1","2019","2018-12-31",0,0
"Department of Defense","Other-Unknown","Support for International Sporting Competitions, Defense","097-0838","1","2019","2018-12-31",0,0
"Department of Defense","Pentagon","Pentagon Reservation Maintenance Revolving Fund, Defense","097-4950","1","2019","2018-12-31",0,0
"Department of Defense","Selective Service System","Salaries and Expenses, Selective Service System","090-0400","1","2019","2018-12-31",0,0
"Department of Defense","Threat Reduction Agency","Contributions to the Cooperative Threat Reduction Program, Defense","097-5751","1","2019","2018-12-31",0,0
"Department of Defense","Threat Reduction Agency","Cooperative Threat Reduction Account, Defense","097-0134","1","2019","2018-12-31",0,0
"Department of Defense","Threat Reduction Agency","Joint Improvised-Threat Defeat Fund, Defense","097-2093","1","2019","2018-12-31",0,0
"Department of Education","Departmental Management","Contributions,  Education","091-8258","1","2019","2018-12-31",12306.36,438248.18
"Department of Education","Departmental Management","Office for Civil Rights, Departmental Management, Education","091-0700","1","2019","2018-12-31",23785252.59,101998034.7
"Department of Education","Departmental Management","Office of the Inspector General, Departmental Management,  Education","091-1400","1","2019","2018-12-31",12645940.81,58754368.1
"Department of Education","Departmental Management","Program Administration, Departmental Management,  Education","091-0800","1","2019","2018-12-31",83594693.63,364217118.34
"Department of Education","Hurricane Education Recovery","Hurricane Education Recovery, Office of Elementary and Secondary Education, Education","091-0013","1","2019","2018-12-31",142164908,1371501972.68
"Department of Education","Institute of Education Sciences","Institute of Education Sciences, Department of Education","091-1100","1","2019","2018-12-31",106855549.19,568942364.47
"Department of Education","Office of Career, Technical, and Adult Education","Career, Technical, and Adult Education, Education","091-0400","1","2019","2018-12-31",773486030,1183364462.88
"Department of Education","Office of Elementary and Secondary Education","Chicago Litigation Settlement, Education","091-0220","1","2019","2018-12-31",0,27546.9
"Department of Education","Office of Elementary and Secondary Education","Education for the Disadvantaged, Education","091-0900","1","2019","2018-12-31",10765440681.54,5995724991.96
"Department of Education","Office of Elementary and Secondary Education","Impact AID, Education","091-0102","1","2019","2018-12-31",1034119287.65,588005432.8
"Department of Education","Office of Elementary and Secondary Education","Indian Education, Office of Elementary and Secondary Education,  Education","091-0101","1","2019","2018-12-31",0,186479865.41
"Department of Education","Office of Elementary and Secondary Education","Safe Schools and Citizenship Education,  Education","091-0203","1","2019","2018-12-31",46928849.68,207245116.93
"Department of Education","Office of Elementary and Secondary Education","School Improvement Programs,  Education","091-1000","1","2019","2018-12-31",1683418960,224456459.26
"Department of Education","Office of English Language Acquisition","Bilingual and Immigrant Education, Education","091-1300","1","2019","2018-12-31",862740,749298882.52
"Department of Education","Office of Federal Student Aid","Federal Direct Student Loan Program, Education","091-0243","1","2019","2018-12-31",1433635114,6489909748
"Department of Education","Office of Federal Student Aid","Federal Family Education Loan Program Account, Education","091-0231","1","2019","2018-12-31",862740,749298882.52
"Department of Education","Office of Federal Student Aid","Federal Student Loan Reserve Fund, Education","091-4257","1","2019","2018-12-31",0,2175959987.67
"Department of Education","Office of Federal Student Aid","Guaranteed Student Loans, Liquidating Account, Education","091-0230","1","2019","2018-12-31",0,42562580.98
"Department of Education","Office of Federal Student Aid","Health Education Assistance Loans Liquidating Account, Education","091-4299","1","2019","2018-12-31",400717.69,2599282.31
"Department of Education","Office of Federal Student Aid","Iraq and Afghanistan Service Grants Program, Office of Federal Student AID, Education","091-0248","1","2019","2018-12-31",99885.75,428832.33
"Department of Education","Office of Federal Student Aid","Student AID Administration, Education","091-0202","1","2019","2018-12-31",91205253.38,1595468514
"Department of Education","Office of Federal Student Aid","Student Financial Assistance, Education","091-0200","1","2019","2018-12-31",43812354.39,44392967044.81
"Department of Education","Office of Federal Student Aid","Teach Grant Program Account,  Education","091-0206","1","2019","2018-12-31",2610311,41651759
"Department of Education","Office of Innovation and Improvement","Innovation and Improvement, Education","091-0204","1","2019","2018-12-31",14627424,1230142391.84
"Department of Education","Office of Postsecondary Education","College Housing and Academic Facilities Loans Program,  Education","091-0241","1","2019","2018-12-31",74049.85,408249.04
"Department of Education","Office of Postsecondary Education","College Housing and Academic Facilities Loans, Liquidating Account, Education","091-0242","1","2019","2018-12-31",0,4000000
"Department of Education","Office of Postsecondary Education","College Housing Loans, Education","091-4250","1","2019","2018-12-31",0,765000
"Department of Education","Office of Postsecondary Education","Higher Education Facilities Loans and Insurance,  Education","091-0240","1","2019","2018-12-31",0,600000
"Department of Education","Office of Postsecondary Education","Higher Education, Department of Education","091-0201","1","2019","2018-12-31",4440000,2806515618.27
"Department of Education","Office of Postsecondary Education","Historically Black College and University Capital Financing Program Account, Education","091-1901","1","2019","2018-12-31",57123.29,111795633.06
"Department of Education","Office of Postsecondary Education","Howard University,  Education","091-0603","1","2019","2018-12-31",58278250,178239750
"Department of Education","Office of Special Education and Rehabilitative Services","American Printing House for the Blind, Special Institutions for Persons with Disabilities, Education","091-0600","1","2019","2018-12-31",7607750,22823250
"Department of Education","Office of Special Education and Rehabilitative Services","Gallaudet University, Special Institutions for Persons with Disabilities, Education","091-0602","1","2019","2018-12-31",33590250,100770750
"Department of Education","Office of Special Education and Rehabilitative Services","National Technical Institute for the Deaf, Special Institutions for Persons with Disabilities, Department of Education","091-0601","1","2019","2018-12-31",21000000,56566230
"Department of Education","Office of Special Education and Rehabilitative Services","Rehabilitation Services and Disability Research, Education","091-0301","1","2019","2018-12-31",2859426295,858965337.23
"Department of Education","Office of Special Education and Rehabilitative Services","Special Education, Education","091-0300","1","2019","2018-12-31",9283999404.18,4211322474.59
"Department of Energy","Departmental Administration","Departmental Administration, Energy Programs, Energy","089-0228","1","2019","2018-12-31",49714832.19,408069883.58
"Department of Energy","Departmental Administration","Expenses, Office of the Inspector General, Energy Programs, Energy","089-0236","1","2019","2018-12-31",12401405.47,42362964.18
"Department of Energy","Departmental Administration","Gifts and Donations, Energy","089-8576","1","2019","2018-12-31",0,39435.01
"Department of Energy","Departmental Administration","Payment to States Under Federal Power Act, Energy","089-5105","1","2019","2018-12-31",0,4942585.65
"Department of Energy","Departmental Administration","Working Capital Fund, Departmental Administration, Energy","089-4563","1","2019","2018-12-31",21286806.85,321426827.13
"Department of Energy","Energy Programs","Advanced Research Projects Agency-Energy, Energy Programs, Energy","089-0337","1","2019","2018-12-31",18833344.05,816768760.97
"Department of Energy","Energy Programs","Advanced Technology Vehicle Manufacturing Loan Program-Recovery Act, Energy","089-0323","1","2019","2018-12-31",21286806.85,321426827.13
"Department of Energy","Energy Programs","Advanced Technology Vehicles Manufacturing Loan Program, Energy Programs, Energy","089-0322","1","2019","2018-12-31",354680.62,4343456531.2
"Department of Energy","Energy Programs","Advances for Cooperative Work, Departmental Operations, Energy","089-8575","1","2019","2018-12-31",0,68467.57
"Department of Energy","Energy Programs","Clean Coal Technology, Energy Programs, Energy","089-0235","1","2019","2018-12-31",0,2114877.39
"Department of Energy","Energy Programs","Cybersecurity, Energy Security, and Emergency Response, Energy Programs, Energy","089-2250","1","2019","2018-12-31",7267103.24,147646471.76
"Department of Energy","Energy Programs","Electricity Delivery and Energy Reliability, Energy Programs, Energy","089-0318","1","2019","2018-12-31",9560350.07,251392790.52
"Department of Energy","Energy Programs","Energy Conservation, Energy","089-0215","1","2019","2018-12-31",0,12.11
"Department of Energy","Energy Programs","Energy Efficiency and Renewable Energy, Energy Programs, Energy","089-0321","1","2019","2018-12-31",246875436.72,3090232756.99
"Department of Energy","Energy Programs","Energy Information Administration, Energy","089-0216","1","2019","2018-12-31",20501943.09,108614240.25
"Department of Energy","Energy Programs","Energy Security and Infrastructure Modernization Fund","089-5615","1","2019","2018-12-31",30219789.58,21528774.2
"Department of Energy","Energy Programs","Energy Supply, Energy","089-0224","1","2019","2018-12-31",0,5785710.14
"Department of Energy","Energy Programs","Expenses, Isotope Production and Distribution Program Fund, Energy","089-4180","1","2019","2018-12-31",19918598.72,124663133.74
"Department of Energy","Energy Programs","Fossil Energy Research and Development, Energy Programs, Energy","089-0213","1","2019","2018-12-31",74050367.95,944256789.45
"Department of Energy","Energy Programs","Legacy Management, Energy Programs, Energy","089-0320","1","2019","2018-12-31",0,122746.79
"Department of Energy","Energy Programs","Naval Petroleum and Oil Shale Reserves, Energy Programs, Energy","089-0219","1","2019","2018-12-31",101113.24,20780962.41
"Department of Energy","Energy Programs","Non-Defense Environmental Cleanup, Energy Programs, Energy","089-0315","1","2019","2018-12-31",73405815.98,358235127.79
"Department of Energy","Energy Programs","Northeast Home Heating Oil Reserve, Energy Programs, Energy","089-5369","1","2019","2018-12-31",104865.18,11090237.08
"Department of Energy","Energy Programs","Nuclear Energy, Energy Programs, Energy","089-0319","1","2019","2018-12-31",248441864.8,1517300350.63
"Department of Energy","Energy Programs","Nuclear Waste Disposal Fund, Energy Programs, Energy","089-5227","1","2019","2018-12-31",624380.06,6283492.75
"Department of Energy","Energy Programs","Office of Indian Energy Policy and Programs, Energy Programs, Energy","089-0342","1","2019","2018-12-31",360759.44,17639240.56
"Department of Energy","Energy Programs","Salaries and Expenses, Federal Energy Regulatory Commission, Energy","089-0212","1","2019","2018-12-31",108010481.12,298717323.22
"Department of Energy","Energy Programs","Sales of Uranium, Energy Programs, Energy","089-5530","1","2019","2018-12-31",0,1897726.35
"Department of Energy","Energy Programs","Science, Energy Programs, Energy","089-0222","1","2019","2018-12-31",1428935471.5,6080290896.9
"Department of Energy","Energy Programs","SPR Petroleum Account, Energy Programs, Energy","089-0233","1","2019","2018-12-31",3456677.08,17883034.96
"Department of Energy","Energy Programs","Strategic Petroleum Reserve, Energy Programs, Energy","089-0218","1","2019","2018-12-31",49124818.67,224552841.45
"Department of Energy","Energy Programs","Title 17 Innovative Technology Loan Guarantee Program, Energy Programs, Energy","089-0208","1","2019","2018-12-31",4313906.66,222552457.31
"Department of Energy","Energy Programs","Title 17-Innovative Technology Loan Guarantee Program-Recovery Act, Energy Programs, Energy","089-0209","1","2019","2018-12-31",0,523216422.04
"Department of Energy","Energy Programs","Tribal Indian Energy Resource Development Loan Guarantee Program, Energy Programs, Energy","089-0350","1","2019","2018-12-31",20035.53,10687358.75
"Department of Energy","Energy Programs","Ultra-Deepwater and Unconventional Natural Gas and Other Petroleum Research Fund, Energy","089-5523","1","2019","2018-12-31",0,1254006.97
"Department of Energy","Energy Programs","Uranium Enrichment Decontamination and Decommissioning Fund, Energy Programs, Energy","089-5231","1","2019","2018-12-31",181855372.4,675894543.68
"Department of Energy","Environmental and Other Defense Activities","Defense Environmental Cleanup, Environmental and Other Defense Activities, Energy","089-0251","1","2019","2018-12-31",1265174906.2,5052073107.46
"Department of Energy","Environmental and Other Defense Activities","Defense Environmental Restoration and Waste Management, Energy","089-0242","1","2019","2018-12-31",0,0
"Department of Energy","Environmental and Other Defense Activities","Defense Environmental Services, Energy","089-0249","1","2019","2018-12-31",0,11435.7
"Department of Energy","Environmental and Other Defense Activities","Defense Nuclear Waste Disposal, Environmental and Other Defense Activities, Energy","089-0244","1","2019","2018-12-31",0,2475696.36
"Department of Energy","Environmental and Other Defense Activities","Other Defense Activities, Environmental and Other Defense Activities, Energy","089-0243","1","2019","2018-12-31",491075685.11,2953400524.85
"Department of Energy","National Nuclear Security Administration","Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy","089-0309","1","2019","2018-12-31",1390156263.58,810597231.55
"Department of Energy","National Nuclear Security Administration","Federal Salaries and Expenses, National Nuclear Security Administration, Energy","089-0313","1","2019","2018-12-31",112069284.05,321744341.93
"Department of Energy","National Nuclear Security Administration","Naval Reactors, National Nuclear Security Administration, Energy","089-0314","1","2019","2018-12-31",1944857708.1,139114248.51
"Department of Energy","National Nuclear Security Administration","Weapons Activities, National Nuclear Security Administration, Energy","089-0240","1","2019","2018-12-31",10090003805.32,4055553305.37
"Department of Energy","Power Marketing Administration","Bonneville Power Administration Fund, Power Marketing Administration, Energy","089-4045","1","2019","2018-12-31",776227143.32,3827259909.34
"Department of Energy","Power Marketing Administration","Colorado River Basins Power Marketing Fund, Western Area Power Administration, Power Marketing Administration, Energy","089-4452","1","2019","2018-12-31",42989212.03,316589654.77
"Department of Energy","Power Marketing Administration","Construction, Rehabilitation, Operation, and Maintenance, Western Area Power Administration, Power Marketing Administration, Energy","089-5068","1","2019","2018-12-31",131009006.06,1521768158.39
"Department of Energy","Power Marketing Administration","Continuing Fund, Southeastern Power Administration, Power Marketing Administration, Energy","089-5653","1","2019","2018-12-31",0,50000
"Department of Energy","Power Marketing Administration","Continuing Fund, Southwestern Power Administration, Power Marketing Administration, Energy","089-5649","1","2019","2018-12-31",0,300000
"Department of Energy","Power Marketing Administration","Emergency Fund, Western Area Power Administration, Power Marketing Administration, Energy","089-5069","1","2019","2018-12-31",0,500000
"Department of Energy","Power Marketing Administration","Falcon and Amistad Operating and Maintenance Fund, Energy","089-5178","1","2019","2018-12-31",1105134.28,4297131.79
"Department of Energy","Power Marketing Administration","Operation and Maintenance, Alaska Power Administration, Power Marketing Administration, Energy","089-0304","1","2019","2018-12-31",0,300006
"Department of Energy","Power Marketing Administration","Operation and Maintenance, Southeastern Power Administration, Power Marketing Administration, Energy","089-0302","1","2019","2018-12-31",10677869.34,64860149.92
"Department of Energy","Power Marketing Administration","Operation and Maintenance, Southwestern Power Administration, Power Marketing Administration, Energy","089-0303","1","2019","2018-12-31",3657731.14,202122633.98
"Department of Energy","Power Marketing Administration","Western Area Power Administration, Borrowing Authority - Recovery Act, Energy","089-4404","1","2019","2018-12-31",1008254.53,58609673.41
"Department of Health and Human Services","Administration for Children and Families","Child Care Entitlement to States, Administration for Children and Families, Health and Human Services","075-1550","1","2019","2018-12-31",412778551.77,623515335.26
"Department of Health and Human Services","Administration for Children and Families","Children and Families Services Programs, Administration for Children and Families, Health and Human Services","075-1536","1","2019","2018-12-31",1895245866.64,11700576726.75
"Department of Health and Human Services","Administration for Children and Families","Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services","075-1553","1","2019","2018-12-31",3829237.91,70001698.62
"Department of Health and Human Services","Administration for Children and Families","Contingency Fund for State Welfare Programs, Administration for Children and Families, Health and Human Services","075-1522","1","2019","2018-12-31",113270400,0
