"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Housing and Urban Development","Community Planning and Development","Home Investment Partnerships Program, Community and Planning Development, Housing and Urban Development","086-0205","1","2018","2017-12-31",600916121,335562121.37
"Department of Housing and Urban Development","Community Planning and Development","Homeless Assistance Grants, Community Planning and Development, Housing and Urban Development","086-0192","1","2018","2017-12-31",261188605.44,3504187507.72
"Department of Housing and Urban Development","Community Planning and Development","Housing Opportunities for Persons with AIDS, Community Planning and Development, Housing and Urban Development","086-0308","1","2018","2017-12-31",243604704,157362697.05
"Department of Housing and Urban Development","Community Planning and Development","Housing Trust Fund, Community Planning and Development, Housing and Urban Development","086-8560","1","2018","2017-12-31",145316582.94,27321742
"Department of Housing and Urban Development","Community Planning and Development","Neighborhood Stabilization Program, Community Planning and Development, Housing and Urban Development","086-0344","1","2018","2017-12-31",0,94487.28
"Department of Housing and Urban Development","Community Planning and Development","Permanent Supportive Housing, Housing and Urban Development","086-0342","1","2018","2017-12-31",0,0
"Department of Housing and Urban Development","Community Planning and Development","Revolving Fund, Liquidating Programs, Housing and Urban Development","086-4015","1","2018","2017-12-31",0,110000
"Department of Housing and Urban Development","Community Planning and Development","Rural Housing and Economic Development, Public and Indian Housing, Housing and Urban Development","086-0324","1","2018","2017-12-31",0,1355404.17
"Department of Housing and Urban Development","Community Planning and Development","Section 8-Community Development Guaranteed Loans, Liquidating Account, Housing and Urban Development","086-4097","1","2018","2017-12-31",0,0.5
"Department of Housing and Urban Development","Community Planning and Development","Self-Help and Assisted Homeownership Opportunity Program, Community Planning and Development, Housing and Urban Development","086-0176","1","2018","2017-12-31",0,77301956.85
"Department of Housing and Urban Development","Fair Housing and Equal Opportunity","Fair Housing Activities, Fair Housing and Equal Opportunity, Housing and Urban Development","086-0144","1","2018","2017-12-31",94750,53742605.09
"Department of Housing and Urban Development","Government National Mortgage Association","Guarantees of Mortgage-Backed Securities Capital Reserve Account, Government National Mortgage Association, Housing and Urban Development","086-0238","1","2018","2017-12-31",0,17502950939.92
"Department of Housing and Urban Development","Government National Mortgage Association","Guarantees of Mortgage-Backed Securities Fund, Government National Mortgage Association, Housing and Urban Development","086-4238","1","2018","2017-12-31",72351.57,99754944.12
"Department of Housing and Urban Development","Government National Mortgage Association","Guarantees of Mortgage-Backed Securities Loan Guarantees, Program Account, Government National Mortgage Association, Housing and Urban Development, 1992","086-0186","1","2018","2017-12-31",63634780.82,769787962.23
"Department of Housing and Urban Development","Housing Programs","College Housing Loans, Housing and Urban Development","086-4058","1","2018","2017-12-31",0,12336221.08
"Department of Housing and Urban Development","Housing Programs","Emergency Homeowner's Relief Fund, Housing Programs, Housing and Urban Development","086-0407","1","2018","2017-12-31",0,329430981.54
"Department of Housing and Urban Development","Housing Programs","Energy Innovation Fund, Housing Programs, Housing and Urban Development","086-0401","1","2018","2017-12-31",0,18883838.22
"Department of Housing and Urban Development","Housing Programs","Federal Housing Administration Fund, Housing and Urban Development","086-4070","1","2018","2017-12-31",15796397.69,8073897.14
"Department of Housing and Urban Development","Housing Programs","FHA-General and Special Risk Insurance Fund Liquidating Account, Housing and Urban Development","086-4072","1","2018","2017-12-31",37543271.36,188302143.88
"Department of Housing and Urban Development","Housing Programs","FHA, Mutual Mortgage Insurance Capital Reserve Account, Housing and Urban Development","086-0236","1","2018","2017-12-31",0,38933062193.29
"Department of Housing and Urban Development","Housing Programs","Flexible Subsidy Fund, Housing Programs, Housing and Urban Development","086-4044","1","2018","2017-12-31",0,485635436.95
"Department of Housing and Urban Development","Housing Programs","General and Special Risk Program Account, Federal Housing Administration, Housing and Urban Development","086-0200","1","2018","2017-12-31",0,805120.71
"Department of Housing and Urban Development","Housing Programs","Home Ownership Preservation Entity Fund Program Account, Housing and Urban Development","086-0343","1","2018","2017-12-31",0,7319666.33
"Department of Housing and Urban Development","Housing Programs","Homeownership and Opportunity for People Everywhere Grants (HOPE Grants), Housing Programs, Housing and Urban Development","086-0196","1","2018","2017-12-31",0,1070.91
"Department of Housing and Urban Development","Housing Programs","Housing Counseling Assistance, Housing Programs, Housing and Urban Development","086-0156","1","2018","2017-12-31",16053.57,23818475.87
"Department of Housing and Urban Development","Housing Programs","Housing for Persons with Disabilities, Housing Programs, Housing and Urban Development","086-0237","1","2018","2017-12-31",34863442,94162644.42
"Department of Housing and Urban Development","Housing Programs","Housing for the Elderly or Handicapped Fund, Housing and Urban Development","086-4115","1","2018","2017-12-31",19350,57035917.1
"Department of Housing and Urban Development","Housing Programs","Housing for the Elderly, Housing Programs, Housing and Urban Development","086-0320","1","2018","2017-12-31",88627094,236627611.31
"Department of Housing and Urban Development","Housing Programs","Manufactured Housing Fees Trust Fund, Housing Programs, Housing and Urban Development","086-8119","1","2018","2017-12-31",447981,4179290.03
"Department of Housing and Urban Development","Housing Programs","Mutual Mortgage Insurance Program Account, Federal Housing Administration, Housing and Urban Development","086-0183","1","2018","2017-12-31",7526100.47,131616920.32
"Department of Housing and Urban Development","Housing Programs","Nehemiah Housing Opportunity Fund, Housing and Urban Development","086-4071","1","2018","2017-12-31",0,29500
"Department of Housing and Urban Development","Housing Programs","Project-Based Rental Assistance, Housing Programs, Housing and Urban Development","086-0303","1","2018","2017-12-31",1484550567.88,2341221400.88
"Department of Housing and Urban Development","Housing Programs","Rent Supplement, Housing Programs, Housing and Urban Development","086-0129","1","2018","2017-12-31",0,4135722.41
"Department of Housing and Urban Development","Housing Programs","Rental Housing Assistance Fund, Federal Housing Administration, Housing and Urban Development","086-4041","1","2018","2017-12-31",0,10286356.54
"Department of Housing and Urban Development","Housing Programs","Rental Housing Assistance, Housing Programs, Housing and Urban Development","086-0148","1","2018","2017-12-31",2957600,31123132.45
"Department of Housing and Urban Development","Management and Administration","Administrative Support Offices, Management and Administration, Housing and Urban Development","086-0335","1","2018","2017-12-31",116772918.89,86764300.43
"Department of Housing and Urban Development","Management and Administration","Community Planning and Development, Program Office Salaries and Expenses, Housing and Urban Development","086-0338","1","2018","2017-12-31",28647771.69,33809113.46
"Department of Housing and Urban Development","Management and Administration","Executive Offices, Management and Administration, Housing and Urban Development","086-0332","1","2018","2017-12-31",3274905.27,3809078.48
"Department of Housing and Urban Development","Management and Administration","Fair Housing and Equal Opportunity, Program Office Salaries and Expenses, Housing and Urban Development","086-0340","1","2018","2017-12-31",18296440.9,9719966.47
"Department of Housing and Urban Development","Management and Administration","Gifts and Bequests, Housing and Urban Development","086-8093","1","2018","2017-12-31",0,0.14
"Department of Housing and Urban Development","Management and Administration","Housing, Program Office Salaries and Expenses, Housing and Urban Development","086-0334","1","2018","2017-12-31",95524044.21,51215361.43
"Department of Housing and Urban Development","Management and Administration","Information Technology Fund, Management and Administration, Housing and Urban Development","086-4586","1","2018","2017-12-31",26822311.09,159271352.21
"Department of Housing and Urban Development","Management and Administration","Office of Healthy Homes and Lead Hazard Control, Program Office Salaries and Expenses, Housing and Urban Development","086-0341","1","2018","2017-12-31",2072447.23,1702966.79
"Department of Housing and Urban Development","Management and Administration","Office of Inspector General-Recovery Act, Management and Administration, Housing and Urban Development","086-0190","1","2018","2017-12-31",0,2272.04
"Department of Housing and Urban Development","Management and Administration","Office of Inspector General, Management and Administration, Housing and Urban Development","086-0189","1","2018","2017-12-31",30663044.89,16420264.78
"Department of Housing and Urban Development","Management and Administration","Policy Development and Research, Program Office Salaries and Expenses, Housing and Urban Development","086-0339","1","2018","2017-12-31",5927849.14,3854214.46
"Department of Housing and Urban Development","Management and Administration","Public and Indian Housing, Program Office Salaries and Expenses, Housing and Urban Development","086-0337","1","2018","2017-12-31",54129358.32,29302796.74
"Department of Housing and Urban Development","Management and Administration","Salaries and Expenses, Management and Administration, Housing and Urban Development","086-0143","1","2018","2017-12-31",833644.59,5478570.14
"Department of Housing and Urban Development","Management and Administration","Transformation Initiative, Management and Administration, Housing and Urban Development","086-0402","1","2018","2017-12-31",307634.39,7786323.06
"Department of Housing and Urban Development","Management and Administration","Working Capital Fund, Management and Administration, Housing and Urban Development","086-4598","1","2018","2017-12-31",9443635.76,44959368.24
"Department of Housing and Urban Development","Office of Lead Hazard Control and Healthy Homes","Lead Hazard Reduction, Office of Lead Hazard Control and Healthy Homes, Housing and Urban Development","086-0174","1","2018","2017-12-31",1640.82,73006651.78
"Department of Housing and Urban Development","Policy Development and Research","Research and Technology, Policy Development and Research, Housing and Urban Development","086-0108","1","2018","2017-12-31",23890722.15,42631498.04
"Department of Housing and Urban Development","Public and Indian Housing Programs","Choice Neighborhoods Initiative, Public and Indian Housing Programs, Housing and Urban Development","086-0349","1","2018","2017-12-31",0,178573599.1
"Department of Housing and Urban Development","Public and Indian Housing Programs","Drug Elimination Grants for Low-Income Housing, Housing Programs, Housing and Urban Development","086-0197","1","2018","2017-12-31",0,0
"Department of Housing and Urban Development","Public and Indian Housing Programs","Family Self-Sufficiency, Public and Indian Housing, Housing and Urban Development","086-0350","1","2018","2017-12-31",0,101470009.24
"Department of Housing and Urban Development","Public and Indian Housing Programs","Housing Certificate Fund, Public and Indian Housing, Housing and Urban Development","086-0319","1","2018","2017-12-31",0,206400859.16
"Department of Housing and Urban Development","Public and Indian Housing Programs","Indian Housing Loan Guarantee Fund Program Account, Public and Indian Housing, Housing and Urban Development","086-0223","1","2018","2017-12-31",236566,10827671.53
"Department of Housing and Urban Development","Public and Indian Housing Programs","Native American Housing Block Grants, Public and Indian Housing, Housing and Urban Development","086-0313","1","2018","2017-12-31",22748271,227384630.47
"Department of Housing and Urban Development","Public and Indian Housing Programs","Native Hawaiian Housing Block Grant, Public and Indian Housing, Housing and Urban Development","086-0235","1","2018","2017-12-31",0,2526519.46
"Department of Housing and Urban Development","Public and Indian Housing Programs","Native Hawaiian Housing Loan Guarantee Fund Program Account, Public and Indian Housing, Housing and Urban Development","086-0233","1","2018","2017-12-31",0,5925554.02
"Department of Housing and Urban Development","Public and Indian Housing Programs","Public Housing Capital Fund, Public and Indian Housing, Housing and Urban Development","086-0304","1","2018","2017-12-31",19268644.51,710101831.76
"Department of Housing and Urban Development","Public and Indian Housing Programs","Public Housing Operating Fund, Public and Indian Housing, Housing and Urban Development","086-0163","1","2018","2017-12-31",1078677214,1018137696.16
"Department of Housing and Urban Development","Public and Indian Housing Programs","Revitalization of Severely Distressed Public Housing, (HOPE VI), Public and Indian Housing, Housing and Urban Development","086-0218","1","2018","2017-12-31",0,1420345.4
"Department of Housing and Urban Development","Public and Indian Housing Programs","Tenant-Based Rental Assistance, Public and Indian Housing, Housing and Urban Development","086-0302","1","2018","2017-12-31",6465995984,2824591999
"Department of Justice","Bureau of Alcohol, Tobacco, Firearms, and Explosives","Construction, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice","015-0720","1","2018","2017-12-31",0,3576.8
"Department of Justice","Bureau of Alcohol, Tobacco, Firearms, and Explosives","Salaries and Expenses, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice","015-0700","1","2018","2017-12-31",286444438.27,362935562.38
"Department of Justice","Drug Enforcement Administration","Construction, Drug Enforcement Administration, Justice","015-1101","1","2018","2017-12-31",0,10195.08
"Department of Justice","Drug Enforcement Administration","Diversion Control Fee Account, Justice","015-5131","1","2018","2017-12-31",99193776.67,500112048.51
"Department of Justice","Drug Enforcement Administration","Salaries and Expenses, Drug Enforcement Administration, Justice","015-1100","1","2018","2017-12-31",503007730.03,860252762.86
"Department of Justice","Federal Bureau of Investigation","Construction, Federal Bureau of Investigation, Justice","015-0203","1","2018","2017-12-31",3954585.55,756544573
"Department of Justice","Federal Bureau of Investigation","Salaries and Expenses, Federal Bureau of Investigation, Justice","015-0200","1","2018","2017-12-31",1993928539.27,3723542394.27
"Department of Justice","Federal Prison System","Buildings and Facilities, Federal Prison System, Justice","015-1003","1","2018","2017-12-31",5513341.45,563518033.99
"Department of Justice","Federal Prison System","Commissary Funds, Federal Prisons, Justice","015-8408","1","2018","2017-12-31",83429630.08,47263399.76
"Department of Justice","Federal Prison System","Prison Industries Fund, Justice","015-4500","1","2018","2017-12-31",161896834.67,159291185.78
"Department of Justice","Federal Prison System","Salaries and Expenses, Federal Prison System","015-1060","1","2018","2017-12-31",1548165005.62,802879728.26
"Department of Justice","General Administration","Administrative Review and Appeals, General Administration, Justice","015-0339","1","2018","2017-12-31",97757572.1,92334495.92
"Department of Justice","General Administration","Detention Trustee, General Administration, Justice","015-0136","1","2018","2017-12-31",0,48583.42
"Department of Justice","General Administration","Justice Gift Fund, Justice","015-8305","1","2018","2017-12-31",0,2279.28
"Department of Justice","General Administration","Justice Information Sharing Technology, General Administration, Justice","015-0134","1","2018","2017-12-31",6292662.78,48194436.18
"Department of Justice","General Administration","Office of Inspector General, Justice","015-0328","1","2018","2017-12-31",36176652.09,33856013.6
"Department of Justice","General Administration","Salaries and Expenses, General Administration, Justice","015-0129","1","2018","2017-12-31",34412458.7,50637858.73
"Department of Justice","General Administration","Tactical Law Enforcement Wireless Communications, General Administration, Justice","015-0132","1","2018","2017-12-31",0,30291.01
"Department of Justice","General Administration","Working Capital Fund, Justice","015-4526","1","2018","2017-12-31",704330482.87,1254414824.1
"Department of Justice","Interagency Law Enforcement","Interagency Crime and Drug Enforcement, Interagency Law Enforcement, Justice","015-0323","1","2018","2017-12-31",154191928.29,84039954.12
"Department of Justice","Legal Activities and U.S. Marshals","Assets Forfeiture Fund, Justice","015-5042","1","2018","2017-12-31",766533516.4,2045027504.18
"Department of Justice","Legal Activities and U.S. Marshals","Construction, United States Marshals Service, Justice","015-0133","1","2018","2017-12-31",446698.93,5365522.07
"Department of Justice","Legal Activities and U.S. Marshals","Federal Prisoner Detention, Justice","015-1020","1","2018","2017-12-31",360456922.55,206916844.47
"Department of Justice","Legal Activities and U.S. Marshals","Fees and Expenses of Witnesses, Justice","015-0311","1","2018","2017-12-31",0,393393925.87
"Department of Justice","Legal Activities and U.S. Marshals","Independent Counsel, Justice","015-0327","1","2018","2017-12-31",6189070.63,3840980.26
"Department of Justice","Legal Activities and U.S. Marshals","Justice Prisoner and Alien Transportation System Fund, United States Marshals Service, Justice","015-4575","1","2018","2017-12-31",34458746.13,61825082.79
"Department of Justice","Legal Activities and U.S. Marshals","Payment of Vietnam and U.S.S. Pueblo Prisoner of War Claims, Foreign Claims Settlement Commission, Justice","015-0104","1","2018","2017-12-31",0,17970.99
"Department of Justice","Legal Activities and U.S. Marshals","Salaries and Expenses, Antitrust Division, Justice","015-0319","1","2018","2017-12-31",38999523.25,15818304.75
"Department of Justice","Legal Activities and U.S. Marshals","Salaries and Expenses, Community Relations Service, Justice","015-0500","1","2018","2017-12-31",3088245.69,4538013.85
"Department of Justice","Legal Activities and U.S. Marshals","Salaries and Expenses, Foreign Claims Settlement Commission, Justice","015-0100","1","2018","2017-12-31",530581.29,906538.65
"Department of Justice","Legal Activities and U.S. Marshals","Salaries and Expenses, General Legal Activities, Justice","015-0128","1","2018","2017-12-31",273933065.65,691942072.35
"Department of Justice","Legal Activities and U.S. Marshals","Salaries and Expenses, United States Attorneys, Justice","015-0322","1","2018","2017-12-31",372396409.46,424701928.54
"Department of Justice","Legal Activities and U.S. Marshals","Salaries and Expenses, United States Marshals Service, Justice","015-0324","1","2018","2017-12-31",317067083.35,183336322.52
"Department of Justice","Legal Activities and U.S. Marshals","September 11th Victim Compensation, General Legal Activities, Justice","015-0340","1","2018","2017-12-31",1045948243,399965714.97
"Department of Justice","Legal Activities and U.S. Marshals","United States Trustee System Fund, Justice","015-5073","1","2018","2017-12-31",53241175.55,24813134.87
"Department of Justice","Legal Activities and U.S. Marshals","United States Victims of State Sponsored Terrorism Fund, General Legal Activities, Justice","015-5608","1","2018","2017-12-31",677052.27,685530990.53
"Department of Justice","Legal Activities and U.S. Marshals","Victims Compensation Fund, General Legal Activities, Justice","015-0139","1","2018","2017-12-31",303074826.05,4105992987.05
"Department of Justice","National Security Division","Salaries and Expenses, National Security Division, Justice","015-1300","1","2018","2017-12-31",25980589.45,15668965.38
"Department of Justice","Office of Justice Programs","Community Oriented Policing Services, Office of Justice Programs, Justice","015-0406","1","2018","2017-12-31",125230769.75,74926158.35
"Department of Justice","Office of Justice Programs","Crime Victims Fund, Justice","015-5041","1","2018","2017-12-31",25998622.19,11951762833.8
"Department of Justice","Office of Justice Programs","Domestic Trafficking Victims' Fund, Office of Justice Programs, Justice","015-5606","1","2018","2017-12-31",0,6500541.3
"Department of Justice","Office of Justice Programs","Gifts, Crime Victims Fund, Office of Justice Programs, Justice","015-8306","1","2018","2017-12-31",0,26070.8
"Department of Justice","Office of Justice Programs","Juvenile Justice Programs, Office of Justice Programs, Justice","015-0405","1","2018","2017-12-31",3634863.36,91082411.63
"Department of Justice","Office of Justice Programs","Office of Justice Programs, Community Oriented Policing Services, Violent Crime Reduction Programs, Justice","015-8594","1","2018","2017-12-31",0,245864.66
"Department of Justice","Office of Justice Programs","Public Safety Officers Benefits, Office of Justice Programs, Justice","015-0403","1","2018","2017-12-31",26688378.18,53604080.16
"Department of Justice","Office of Justice Programs","Research, Evaluation, and Statistics, Office of Justice Programs, Justice","015-0401","1","2018","2017-12-31",30249656.7,180000185.82
"Department of Justice","Office of Justice Programs","Salaries and Expenses, Office of Justice Programs, Justice","015-0420","1","2018","2017-12-31",0,799160.36
"Department of Justice","Office of Justice Programs","State and Local Law Enforcement Assistance, Office of Justice Programs, Office of Justice Programs, Justice","015-0404","1","2018","2017-12-31",18789646.74,709066673.44
"Department of Justice","Office of Justice Programs","Violence Against Women Prevention and Prosecution Programs, Office of Justice Programs, Justice","015-0409","1","2018","2017-12-31",4031870.75,154459534.41
"Department of Justice","Office of Justice Programs","Weed and Seed Program Fund, Justice","015-0334","1","2018","2017-12-31",0,1011085.48
"Department of Justice","Radiation Exposure Compensation","Payment to the Radiation Exposure Compensation Trust Fund, Justice","015-0333","1","2018","2017-12-31",363379.47,694137.2
"Department of Justice","Radiation Exposure Compensation","Radiation Exposure Compensation Trust Fund, Justice","015-8116","1","2018","2017-12-31",11257274.09,19380135.7
"Department of Justice","United States Parole Commission","Salaries and Expenses, United States Parole Commission, Justice","015-1061","1","2018","2017-12-31",2969603.27,3502089.02
"Department of Labor","Bureau of Labor Statistics","Salaries and Expenses, Bureau of Labor Statistics","016-0200","1","2018","2017-12-31",137315305.94,85362486.4
"Department of Labor","Departmental Management","Gifts and Bequests, Departmental Management, Labor","016-8131","1","2018","2017-12-31",0,146574.59
"Department of Labor","Departmental Management","IT Modernization, Departmental Management, Labor","016-0162","1","2018","2017-12-31",3061176.26,8563530.8
"Department of Labor","Departmental Management","Office of the Inspector General, Departmental Management, Labor","016-0106","1","2018","2017-12-31",17914209.32,10375457.81
"Department of Labor","Departmental Management","Salaries and Expenses, Departmental Management, Labor","016-0165","1","2018","2017-12-31",98679847.42,70587273.42
"Department of Labor","Departmental Management","Salaries and Expenses, Office of Disability Employment Policy, Labor","016-0166","1","2018","2017-12-31",2269245.89,10033329.88
"Department of Labor","Departmental Management","Veterans Employment and Training, Departmental Management, Labor","016-0164","1","2018","2017-12-31",52400751.34,47838733.02
"Department of Labor","Departmental Management","Working Capital Fund, Labor","016-4601","1","2018","2017-12-31",52561983.52,368581985.24
"Department of Labor","Employee Benefits Security Administration","Salaries and Expenses, Employee Benefits Security Administration, Labor","016-1700","1","2018","2017-12-31",33942544.29,35240665.71
"Department of Labor","Employment and Training Administration","Advances to the Unemployment Trust Fund and Other Funds, Employment and Training Administration, Labor","016-0327","1","2018","2017-12-31",0,0
"Department of Labor","Employment and Training Administration","Community Service Employment for Older Americans, Employment and Training Administration, Labor","016-0175","1","2018","2017-12-31",0,12293578.07
"Department of Labor","Employment and Training Administration","Federal Additional Unemployment Compensation Program - Recovery Act, Employment and Training Administration, Labor","016-1800","1","2018","2017-12-31",0,0
"Department of Labor","Employment and Training Administration","Federal Unemployment Benefits and Allowances, Employment and Training Administration, Labor","016-0326","1","2018","2017-12-31",123086550,582781243.36
"Department of Labor","Employment and Training Administration","Federal Unemployment Compensation Program, Employment and Training Administration, Labor","016-1801","1","2018","2017-12-31",271404.64,1548087.62
"Department of Labor","Employment and Training Administration","Interior, Bureau of Indian Affairs","016-0184","1","2018","2017-12-31",0,22913265
"Department of Labor","Employment and Training Administration","Office of Job Corps - Recovery Act, Departmental Management, Labor","016-0182","1","2018","2017-12-31",0,17346625.26
"Department of Labor","Employment and Training Administration","Office of Job Corps, Employment and Training Administration, Labor","016-0181","1","2018","2017-12-31",277090282.19,636390975.24
"Department of Labor","Employment and Training Administration","Payments to the Unemployment Trust Fund, Employment and Training Administration, Labor","016-0178","1","2018","2017-12-31",3000000,0
"Department of Labor","Employment and Training Administration","Program Administration, Employment and Training Administration, Labor","016-0172","1","2018","2017-12-31",31205317.35,23984601.92
"Department of Labor","Employment and Training Administration","Salaries and Expenses, H-1B Funded, State Unemployment Insurance and Employment Operations, Employment and Training Administration, Labor","016-5142","1","2018","2017-12-31",2632977.84,46758337.12
"Department of Labor","Employment and Training Administration","Salaries and Expenses, H-1B Funded, Training and Employment Services, Employment and Training Administration, Labor","016-5152","1","2018","2017-12-31",0,292707617.51
"Department of Labor","Employment and Training Administration","Short Time Compensation Programs, Employment and Training Administration, Labor","016-0168","1","2018","2017-12-31",0,854492.7
"Department of Labor","Employment and Training Administration","State Unemployment Insurance and Employment Service Operations, Employment and Training Administration, Labor","016-0179","1","2018","2017-12-31",607268596.57,472232645.09
"Department of Labor","Employment and Training Administration","TAA Community College and Career Training Grant Fund, Employee and Training Administration, Labor","016-0187","1","2018","2017-12-31",0,333054.98
"Department of Labor","Employment and Training Administration","Training and Employment Service, Employment and Training Administration, Labor","016-0174","1","2018","2017-12-31",1564907330.25,491064634.64
"Department of Labor","Employment and Training Administration","Unemployment Trust Fund - Treasury Managed","016-8042","1","2018","2017-12-31",7407502981.52,0
"Department of Labor","Mine Safety and Health Administration","Salaries and Expenses, Mine Safety and Health Administration","016-1200","1","2018","2017-12-31",73862547.94,46749236.21
"Department of Labor","Occupational Safety and Health Administration","Salaries and Expenses, Occupational Safety and Health Administration","016-0400","1","2018","2017-12-31",130631197.18,54575447.01
"Department of Labor","Office of Federal Contract Compliance Programs","Salaries and Expenses, Office of Federal Contract and Compliance Programs, Labor","016-0148","1","2018","2017-12-31",19868482.42,15364689.61
"Department of Labor","Office of Labor Management Standards","Salaries and Expenses, Office of Labor Management and Standards, Labor","016-0150","1","2018","2017-12-31",8932012.14,3557377.95
"Department of Labor","Office of Workers' Compensation Programs","Administrative Expenses, Energy Employees Occupational Illness Compensation Fund, Office of Workers' Compensation Programs, Labor","016-1524","1","2018","2017-12-31",21210256.76,71387075.57
"Department of Labor","Office of Workers' Compensation Programs","Black Lung Disability Trust Fund - Treasury Managed","016-8144","1","2018","2017-12-31",54193181.94,54518842.21
"Department of Labor","Office of Workers' Compensation Programs","Energy Employees Occupational Illness Compensation Fund, Labor","016-1523","1","2018","2017-12-31",321927880.54,11498178.57
"Department of Labor","Office of Workers' Compensation Programs","Panama Canal Commission Compensation Fund, Labor","016-5155","1","2018","2017-12-31",4481567.17,28671851.11
"Department of Labor","Office of Workers' Compensation Programs","Relief and Rehabilitation, Longshoremen's and Harbor Workers' Compensation Act, as Amended, Labor","016-8130","1","2018","2017-12-31",26480324.56,31087221.89
"Department of Labor","Office of Workers' Compensation Programs","Relief and Rehabilitation, Workmen's Compensation Act, within the District of Columbia, Labor","016-8134","1","2018","2017-12-31",2013508.69,2983129.49
"Department of Labor","Office of Workers' Compensation Programs","Salaries and Expenses, Office  of Workers' Compensation Programs, Labor","016-0163","1","2018","2017-12-31",31481024.47,17319270.86
"Department of Labor","Office of Workers' Compensation Programs","Special Benefits for Disabled Coal Miners, Office of Workers' Compensation Program, Labor","016-0169","1","2018","2017-12-31",19849930.51,91348672.28
"Department of Labor","Office of Workers' Compensation Programs","Special Benefits, Office of Workers Compensation Program, Labor","016-1521","1","2018","2017-12-31",794085383.51,3624890789.04
"Department of Labor","Pension Benefit Guaranty Corporation","Pension Benefit Guaranty Corporation, Labor","016-4204","1","2018","2017-12-31",1604075197.07,38486774440.95
"Department of Labor","Wage and Hour Division","H-1B and L Fraud Protection and Detection Account, Wage and Hour Division, Labor","016-5393","1","2018","2017-12-31",8064943.18,45226623.77
"Department of Labor","Wage and Hour Division","Salaries and Expenses, Wage and Hour Division, Labor","016-0143","1","2018","2017-12-31",46503199.91,28136338.3
"Department of Labor","Wage and Hour Division","Wage and Hour Division H-2B, Wage and Hour Division, Labor","016-0142","1","2018","2017-12-31",0,212395.44
"Department of State","Administration of Foreign Affairs","Buying Power Maintenance Account, State","019-0524","1","2018","2017-12-31",0,53126000
"Department of State","Administration of Foreign Affairs","Capital Investment Fund, State","019-0120","1","2018","2017-12-31",9672.53,26934166.04
"Department of State","Administration of Foreign Affairs","Centralized Information Technology Modernization Program, State","019-0507","1","2018","2017-12-31",0,541284.42
"Department of State","Administration of Foreign Affairs","Conditional Gift Fund, General, State","019-8822","1","2018","2017-12-31",274397.16,24859116.75
"Department of State","Administration of Foreign Affairs","Conflict Stabilization Operations, State","019-0121","1","2018","2017-12-31",553515.47,13586926.97
"Department of State","Administration of Foreign Affairs","Diplomatic and Consular Programs, State","019-0113","1","2018","2017-12-31",1992699760.22,13110124352.77
"Department of State","Administration of Foreign Affairs","Educational and Cultural Exchange Programs,State","019-0209","1","2018","2017-12-31",39864978.72,280975643.17
"Department of State","Administration of Foreign Affairs","Embassy Security, Construction, and Maintenance, State","019-0535","1","2018","2017-12-31",297350482.14,9908707671.94
"Department of State","Administration of Foreign Affairs","Emergencies in the Diplomatic and Consular Service, State","019-0522","1","2018","2017-12-31",1115770.88,186512032.73
"Department of State","Administration of Foreign Affairs","Foreign Service National Defined Contributions Retirement Fund, State","019-5497","1","2018","2017-12-31",5358535.51,12323825.08
"Department of State","Administration of Foreign Affairs","Foreign Service National Separation Liability Trust Fund, State","019-8340","1","2018","2017-12-31",7440297.75,344848105.09
"Department of State","Administration of Foreign Affairs","Foreign Service Retirement and Disability Fund, State","019-8186","1","2018","2017-12-31",237156629.86,51441.44
"Department of State","Administration of Foreign Affairs","H-1B and L Fraud Prevention and Detection Account, State","019-5515","1","2018","2017-12-31",4243826.18,147400459.49
"Department of State","Administration of Foreign Affairs","International Information Programs, State","019-0201","1","2018","2017-12-31",1357.78,953510.59
"Department of State","Administration of Foreign Affairs","Office of the Inspector General, State","019-0529","1","2018","2017-12-31",24980453.69,63246855.41
"Department of State","Administration of Foreign Affairs","Payment to the American Institute in Taiwan, State","019-0523","1","2018","2017-12-31",5841357.56,9373693.67
"Department of State","Administration of Foreign Affairs","Payment to the Foreign Service Retirement and Disability Fund, State","019-0540","1","2018","2017-12-31",0,48321490
"Department of State","Administration of Foreign Affairs","Protection of Foreign Missions and Officials, State","019-0520","1","2018","2017-12-31",397420.68,11408343.62
"Department of State","Administration of Foreign Affairs","Repatriation Loans, Liquidating Account, State","019-0600","1","2018","2017-12-31",0,923521.39
"Department of State","Administration of Foreign Affairs","Repatriation Loans, Program Account, State","019-0601","1","2018","2017-12-31",293611,229033.41
"Department of State","Administration of Foreign Affairs","Representation Allowances, State","019-0545","1","2018","2017-12-31",1265399.15,3499455.5
"Department of State","Administration of Foreign Affairs","Salaries and Expenses, State","019-0107","1","2018","2017-12-31",0,1324177.3
"Department of State","Administration of Foreign Affairs","Trust Funds, State","019-8167","1","2018","2017-12-31",0,358665.24
"Department of State","Administration of Foreign Affairs","Unconditional Gift Fund, State","019-8821","1","2018","2017-12-31",154850.49,14568360.77
"Department of State","Administration of Foreign Affairs","Working Capital Fund, State","019-4519","1","2018","2017-12-31",966340940.91,5637627102.9
