date,name,amount
10/17/08,Medicaid,1003
10/20/08,Medicaid,564
10/21/08,Medicaid,567
10/22/08,Medicaid,467
10/23/08,Medicaid,1049
10/24/08,Medicaid,418
10/27/08,Medicaid,654
10/28/08,Medicaid,668
10/29/08,Medicaid,983
10/30/08,Medicaid,1486
10/31/08,Medicaid,418
11/3/08,Medicaid,753
11/4/08,Medicaid,638
11/5/08,Medicaid,662
11/6/08,Medicaid,1031
11/7/08,Medicaid,951
11/10/08,Medicaid,733
11/12/08,Medicaid,1412
11/13/08,Medicaid,1861
11/14/08,Medicaid,760
11/17/08,Medicaid,896
11/18/08,Medicaid,833
11/19/08,Medicaid,469
11/20/08,Medicaid,989
11/21/08,Medicaid,920
11/24/08,Medicaid,567
11/25/08,Medicaid,487
11/26/08,Medicaid,1054
11/28/08,Medicaid,1173
12/1/08,Medicaid,1017
12/2/08,Medicaid,577
12/3/08,Medicaid,634
12/4/08,Medicaid,1191
12/5/08,Medicaid,1074
12/8/08,Medicaid,438
12/9/08,Medicaid,851
12/10/08,Medicaid,1145
12/11/08,Medicaid,1186
12/12/08,Medicaid,1210
12/15/08,Medicaid,391
12/16/08,Medicaid,640
12/17/08,Medicaid,391
12/18/08,Medicaid,1303
12/19/08,Medicaid,1157
12/22/08,Medicaid,411
12/23/08,Medicaid,634
12/24/08,Medicaid,819
12/26/08,Medicaid,1068
12/29/08,Medicaid,821
12/30/08,Medicaid,508
12/31/08,Medicaid,258
1/2/09,Medicaid,1648
1/5/09,Medicaid,632
1/6/09,Medicaid,921
1/7/09,Medicaid,537
1/8/09,Medicaid,1466
1/9/09,Medicaid,1144
1/12/09,Medicaid,614
1/13/09,Medicaid,925
1/14/09,Medicaid,640
1/15/09,Medicaid,1156
1/16/09,Medicaid,943
1/20/09,Medicaid,505
1/21/09,Medicaid,462
1/22/09,Medicaid,1226
1/23/09,Medicaid,613
1/26/09,Medicaid,522
1/27/09,Medicaid,594
1/28/09,Medicaid,448
1/29/09,Medicaid,1411
1/30/09,Medicaid,731
2/2/09,Medicaid,630
2/3/09,Medicaid,885
2/4/09,Medicaid,708
2/5/09,Medicaid,1455
2/6/09,Medicaid,716
2/9/09,Medicaid,675
2/10/09,Medicaid,747
2/11/09,Medicaid,1450
2/12/09,Medicaid,981
2/13/09,Medicaid,1419
2/17/09,Medicaid,374
2/18/09,Medicaid,1047
2/19/09,Medicaid,1089
2/20/09,Medicaid,670
2/23/09,Medicaid,407
2/24/09,Medicaid,869
2/25/09,Medicaid,1268
2/26/09,Medicaid,2483
2/27/09,Medicaid,968
3/2/09,Medicaid,1629
3/3/09,Medicaid,866
3/4/09,Medicaid,1122
3/5/09,Medicaid,1738
3/6/09,Medicaid,968
3/9/09,Medicaid,722
3/10/09,Medicaid,1392
3/11/09,Medicaid,2154
3/12/09,Medicaid,2611
3/13/09,Medicaid,690
3/16/09,Medicaid,689
3/17/09,Medicaid,726
3/18/09,Medicaid,868
3/19/09,Medicaid,1191
3/20/09,Medicaid,1036
3/23/09,Medicaid,498
3/24/09,Medicaid,1441
3/25/09,Medicaid,1105
3/26/09,Medicaid,1836
3/27/09,Medicaid,491
3/30/09,Medicaid,1360
3/31/09,Medicaid,694
4/1/09,Medicaid,2313
4/2/09,Medicaid,1995
4/3/09,Medicaid,682
4/6/09,Medicaid,678
4/7/09,Medicaid,1426
4/8/09,Medicaid,998
4/9/09,Medicaid,1785
4/10/09,Medicaid,1358
4/13/09,Medicaid,908
4/14/09,Medicaid,793
4/15/09,Medicaid,871
4/16/09,Medicaid,1709
4/17/09,Medicaid,948
4/20/09,Medicaid,607
4/21/09,Medicaid,703
4/22/09,Medicaid,661
4/23/09,Medicaid,1603
4/24/09,Medicaid,1051
4/27/09,Medicaid,901
4/28/09,Medicaid,932
4/29/09,Medicaid,1001
4/30/09,Medicaid,1897
5/1/09,Medicaid,748
5/4/09,Medicaid,1141
5/5/09,Medicaid,1860
5/6/09,Medicaid,868
5/7/09,Medicaid,1541
5/8/09,Medicaid,692
5/11/09,Medicaid,871
5/12/09,Medicaid,969
5/13/09,Medicaid,1115
5/14/09,Medicaid,1712
5/15/09,Medicaid,824
5/18/09,Medicaid,1030
5/19/09,Medicaid,477
5/20/09,Medicaid,919
5/21/09,Medicaid,1344
5/22/09,Medicaid,974
5/26/09,Medicaid,875
5/27/09,Medicaid,1102
5/28/09,Medicaid,2300
5/29/09,Medicaid,863
6/1/09,Medicaid,705
6/2/09,Medicaid,753
6/3/09,Medicaid,865
6/4/09,Medicaid,1319
6/5/09,Medicaid,1015
6/8/09,Medicaid,588
6/9/09,Medicaid,1553
6/10/09,Medicaid,1407
6/11/09,Medicaid,1467
6/12/09,Medicaid,676
6/15/09,Medicaid,1005
6/16/09,Medicaid,657
6/17/09,Medicaid,562
6/18/09,Medicaid,1930
6/19/09,Medicaid,647
6/22/09,Medicaid,726
6/23/09,Medicaid,859
6/24/09,Medicaid,687
6/25/09,Medicaid,1815
6/26/09,Medicaid,508
6/29/09,Medicaid,1126
6/30/09,Medicaid,801
7/1/09,Medicaid,1117
7/2/09,Medicaid,1715
7/6/09,Medicaid,665
7/7/09,Medicaid,1286
7/8/09,Medicaid,1485
7/9/09,Medicaid,1258
7/10/09,Medicaid,472
7/13/09,Medicaid,773
7/14/09,Medicaid,1566
7/15/09,Medicaid,744
7/16/09,Medicaid,1590
7/17/09,Medicaid,661
7/20/09,Medicaid,357
7/21/09,Medicaid,868
7/22/09,Medicaid,925
7/23/09,Medicaid,1341
7/24/09,Medicaid,565
7/27/09,Medicaid,590
7/28/09,Medicaid,1327
7/29/09,Medicaid,702
7/30/09,Medicaid,2023
7/31/09,Medicaid,463
8/3/09,Medicaid,568
8/4/09,Medicaid,841
8/5/09,Medicaid,834
8/6/09,Medicaid,1483
8/7/09,Medicaid,881
8/10/09,Medicaid,677
8/11/09,Medicaid,1809
8/12/09,Medicaid,1424
8/13/09,Medicaid,1444
8/14/09,Medicaid,857
8/17/09,Medicaid,641
8/18/09,Medicaid,1094
8/19/09,Medicaid,547
8/20/09,Medicaid,1293
8/21/09,Medicaid,989
8/24/09,Medicaid,486
8/25/09,Medicaid,956
8/26/09,Medicaid,583
8/27/09,Medicaid,1568
8/28/09,Medicaid,629
8/31/09,Medicaid,603
9/1/09,Medicaid,935
9/2/09,Medicaid,973
9/3/09,Medicaid,1666
9/4/09,Medicaid,1211
9/8/09,Medicaid,1008
9/9/09,Medicaid,1265
9/10/09,Medicaid,1983
9/11/09,Medicaid,1272
9/14/09,Medicaid,344
9/15/09,Medicaid,858
9/16/09,Medicaid,792
9/17/09,Medicaid,1191
9/18/09,Medicaid,933
9/21/09,Medicaid,428
9/22/09,Medicaid,611
9/23/09,Medicaid,845
9/24/09,Medicaid,1504
9/25/09,Medicaid,575
9/28/09,Medicaid,1355
9/29/09,Medicaid,728
9/30/09,Medicaid,587
10/1/09,Medicaid,1059
10/2/09,Medicaid,536
10/5/09,Medicaid,254
10/6/09,Medicaid,537
10/7/09,Medicaid,309
10/8/09,Medicaid,253
10/9/09,Medicaid,480
10/13/09,Medicaid,128
10/14/09,Medicaid,1469
10/15/09,Medicaid,1438
10/16/09,Medicaid,729
10/19/09,Medicaid,608
10/20/09,Medicaid,660
10/21/09,Medicaid,639
10/22/09,Medicaid,1349
10/23/09,Medicaid,859
10/26/09,Medicaid,324
10/27/09,Medicaid,925
10/28/09,Medicaid,1153
10/29/09,Medicaid,2035
10/30/09,Medicaid,810
11/2/09,Medicaid,631
11/3/09,Medicaid,1116
11/4/09,Medicaid,791
11/5/09,Medicaid,1528
11/6/09,Medicaid,1254
11/9/09,Medicaid,704
11/10/09,Medicaid,1796
11/12/09,Medicaid,1542
11/13/09,Medicaid,1205
11/16/09,Medicaid,11471
11/17/09,Medicaid,1163
11/18/09,Medicaid,1005
11/19/09,Medicaid,1469
11/20/09,Medicaid,1177
11/23/09,Medicaid,614
11/24/09,Medicaid,924
11/25/09,Medicaid,18812
11/27/09,Medicaid,1374
11/30/09,Medicaid,848
12/1/09,Medicaid,1118
12/2/09,Medicaid,838
12/3/09,Medicaid,1162
12/4/09,Medicaid,681
12/7/09,Medicaid,1277
12/8/09,Medicaid,1238
12/9/09,Medicaid,923
12/10/09,Medicaid,1703
12/11/09,Medicaid,1446
12/14/09,Medicaid,678
12/15/09,Medicaid,983
12/16/09,Medicaid,875
12/17/09,Medicaid,1184
12/18/09,Medicaid,785
12/21/09,Medicaid,459
12/22/09,Medicaid,1139
12/23/09,Medicaid,1162
12/24/09,Medicaid,1042
12/28/09,Medicaid,724
12/29/09,Medicaid,1306
12/30/09,Medicaid,534
12/31/09,Medicaid,1404
1/4/10,Medicaid,929
1/5/10,Medicaid,1050
1/6/10,Medicaid,1080
1/7/10,Medicaid,1392
1/8/10,Medicaid,956
1/11/10,Medicaid,566
1/12/10,Medicaid,1729
1/13/10,Medicaid,1326
1/14/10,Medicaid,1947
1/15/10,Medicaid,1616
1/19/10,Medicaid,379
1/20/10,Medicaid,1022
1/21/10,Medicaid,1320
1/22/10,Medicaid,920
1/25/10,Medicaid,459
1/26/10,Medicaid,889
1/27/10,Medicaid,568
1/28/10,Medicaid,1900
1/29/10,Medicaid,922
2/1/10,Medicaid,670
2/2/10,Medicaid,932
2/3/10,Medicaid,1066
2/4/10,Medicaid,1066
2/5/10,Medicaid,1448
2/8/10,Medicaid,525
2/9/10,Medicaid,1382
2/10/10,Medicaid,909
2/11/10,Medicaid,1933
2/12/10,Medicaid,1517
2/16/10,Medicaid,736
2/17/10,Medicaid,1193
2/18/10,Medicaid,1453
2/19/10,Medicaid,1094
2/22/10,Medicaid,499
2/23/10,Medicaid,499
2/24/10,Medicaid,1003
2/25/10,Medicaid,1936
2/26/10,Medicaid,455
3/1/10,Medicaid,598
3/2/10,Medicaid,1007
3/3/10,Medicaid,1181
3/4/10,Medicaid,1509
3/5/10,Medicaid,1056
3/8/10,Medicaid,943
3/9/10,Medicaid,1521
3/10/10,Medicaid,1199
3/11/10,Medicaid,1714
3/12/10,Medicaid,914
3/15/10,Medicaid,756
3/16/10,Medicaid,799
3/17/10,Medicaid,994
3/18/10,Medicaid,1403
3/19/10,Medicaid,837
3/22/10,Medicaid,398
3/23/10,Medicaid,939
3/24/10,Medicaid,960
3/25/10,Medicaid,1521
3/26/10,Medicaid,542
3/29/10,Medicaid,583
3/30/10,Medicaid,783
3/31/10,Medicaid,733
4/1/10,Medicaid,1330
4/2/10,Medicaid,955
4/5/10,Medicaid,723
4/6/10,Medicaid,1839
4/7/10,Medicaid,1146
4/8/10,Medicaid,1804
4/9/10,Medicaid,932
4/12/10,Medicaid,435
4/13/10,Medicaid,1254
4/14/10,Medicaid,1453
4/15/10,Medicaid,1403
4/16/10,Medicaid,887
4/19/10,Medicaid,587
4/20/10,Medicaid,999
4/21/10,Medicaid,681
4/22/10,Medicaid,1164
4/23/10,Medicaid,647
4/26/10,Medicaid,464
4/27/10,Medicaid,1281
4/28/10,Medicaid,851
4/29/10,Medicaid,1932
4/30/10,Medicaid,497
5/3/10,Medicaid,744
5/4/10,Medicaid,1135
5/5/10,Medicaid,448
5/6/10,Medicaid,1337
5/7/10,Medicaid,1257
5/10/10,Medicaid,893
5/11/10,Medicaid,1672
5/12/10,Medicaid,1230
5/13/10,Medicaid,1569
5/14/10,Medicaid,877
5/17/10,Medicaid,679
5/18/10,Medicaid,1628
5/19/10,Medicaid,1151
5/20/10,Medicaid,1155
5/21/10,Medicaid,985
5/24/10,Medicaid,489
5/25/10,Medicaid,1313
5/26/10,Medicaid,1050
5/27/10,Medicaid,1912
5/28/10,Medicaid,1077
6/1/10,Medicaid,763
6/2/10,Medicaid,835
6/3/10,Medicaid,1680
6/4/10,Medicaid,837
6/7/10,Medicaid,827
6/8/10,Medicaid,1685
6/9/10,Medicaid,953
6/10/10,Medicaid,1639
6/11/10,Medicaid,852
6/14/10,Medicaid,1100
6/15/10,Medicaid,1137
6/16/10,Medicaid,632
6/17/10,Medicaid,2198
6/18/10,Medicaid,1006
6/21/10,Medicaid,434
6/22/10,Medicaid,1152
6/23/10,Medicaid,886
6/24/10,Medicaid,1798
6/25/10,Medicaid,515
6/28/10,Medicaid,475
6/29/10,Medicaid,1026
6/30/10,Medicaid,638
7/1/10,Medicaid,1378
7/2/10,Medicaid,1361
7/6/10,Medicaid,933
7/7/10,Medicaid,1738
7/8/10,Medicaid,1780
7/9/10,Medicaid,1146
7/12/10,Medicaid,1248
7/13/10,Medicaid,657
7/14/10,Medicaid,608
7/15/10,Medicaid,2198
7/16/10,Medicaid,1272
7/19/10,Medicaid,443
7/20/10,Medicaid,1120
7/21/10,Medicaid,633
7/22/10,Medicaid,1136
7/23/10,Medicaid,949
7/26/10,Medicaid,445
7/27/10,Medicaid,1036
7/28/10,Medicaid,502
7/29/10,Medicaid,1824
7/30/10,Medicaid,1055
8/2/10,Medicaid,544
8/3/10,Medicaid,1327
8/4/10,Medicaid,824
8/5/10,Medicaid,1787
8/6/10,Medicaid,1260
8/9/10,Medicaid,708
8/10/10,Medicaid,1315
8/11/10,Medicaid,741
8/12/10,Medicaid,1996
8/13/10,Medicaid,1245
8/16/10,Medicaid,565
8/17/10,Medicaid,954
8/18/10,Medicaid,676
8/19/10,Medicaid,1685
8/20/10,Medicaid,860
8/23/10,Medicaid,646
8/24/10,Medicaid,987
8/25/10,Medicaid,601
8/26/10,Medicaid,1793
8/27/10,Medicaid,482
8/30/10,Medicaid,508
8/31/10,Medicaid,1006
9/1/10,Medicaid,771
9/2/10,Medicaid,1278
9/3/10,Medicaid,1126
9/7/10,Medicaid,365
9/8/10,Medicaid,2419
9/9/10,Medicaid,1644
9/10/10,Medicaid,1184
9/13/10,Medicaid,987
9/14/10,Medicaid,816
9/15/10,Medicaid,1226
9/16/10,Medicaid,1879
9/17/10,Medicaid,704
9/20/10,Medicaid,653
9/21/10,Medicaid,892
9/22/10,Medicaid,687
9/23/10,Medicaid,1459
9/24/10,Medicaid,671
9/27/10,Medicaid,431
9/28/10,Medicaid,714
9/29/10,Medicaid,556
9/30/10,Medicaid,2103
10/1/10,Medicaid,971
10/4/10,Medicaid,1040
10/5/10,Medicaid,1395
10/6/10,Medicaid,599
10/7/10,Medicaid,1877
10/8/10,Medicaid,1034
10/12/10,Medicaid,764
10/13/10,Medicaid,1583
10/14/10,Medicaid,1799
10/15/10,Medicaid,1510
10/18/10,Medicaid,819
10/19/10,Medicaid,1126
10/20/10,Medicaid,615
10/21/10,Medicaid,1901
10/22/10,Medicaid,1026
10/25/10,Medicaid,553
10/26/10,Medicaid,1061
10/27/10,Medicaid,1073
10/28/10,Medicaid,1982
10/29/10,Medicaid,555
11/1/10,Medicaid,610
11/2/10,Medicaid,815
11/3/10,Medicaid,924
11/4/10,Medicaid,1776
11/5/10,Medicaid,1634
11/8/10,Medicaid,600
11/9/10,Medicaid,1434
11/10/10,Medicaid,1494
11/12/10,Medicaid,2756
11/15/10,Medicaid,726
11/16/10,Medicaid,922
11/17/10,Medicaid,961
11/18/10,Medicaid,1951
11/19/10,Medicaid,1087
11/22/10,Medicaid,670
11/23/10,Medicaid,1057
11/24/10,Medicaid,1367
11/26/10,Medicaid,1254
11/29/10,Medicaid,712
11/30/10,Medicaid,1444
12/1/10,Medicaid,680
12/2/10,Medicaid,2669
12/3/10,Medicaid,864
12/6/10,Medicaid,602
12/7/10,Medicaid,1706
12/8/10,Medicaid,1112
12/9/10,Medicaid,1491
12/10/10,Medicaid,1069
12/13/10,Medicaid,927
12/14/10,Medicaid,1377
12/15/10,Medicaid,780
12/16/10,Medicaid,1993
12/17/10,Medicaid,981
12/20/10,Medicaid,722
12/21/10,Medicaid,1164
12/22/10,Medicaid,1030
12/23/10,Medicaid,2029
12/27/10,Medicaid,231
12/28/10,Medicaid,675
12/29/10,Medicaid,1303
12/30/10,Medicaid,3033
1/3/11,Medicaid,381
1/4/11,Medicaid,2234
1/5/11,Medicaid,822
1/6/11,Medicaid,1113
1/7/11,Medicaid,756
1/10/11,Medicaid,1323
1/11/11,Medicaid,781
1/12/11,Medicaid,738
1/13/11,Medicaid,1873
1/14/11,Medicaid,840
1/18/11,Medicaid,427
1/19/11,Medicaid,915
1/20/11,Medicaid,1030
1/21/11,Medicaid,790
1/24/11,Medicaid,420
1/25/11,Medicaid,976
1/26/11,Medicaid,756
1/27/11,Medicaid,1816
1/28/11,Medicaid,320
1/31/11,Medicaid,322
2/1/11,Medicaid,1236
2/2/11,Medicaid,532
2/3/11,Medicaid,1651
2/4/11,Medicaid,464
2/7/11,Medicaid,919
2/8/11,Medicaid,1338
2/9/11,Medicaid,962
2/10/11,Medicaid,1462
2/11/11,Medicaid,1370
2/14/11,Medicaid,644
2/15/11,Medicaid,731
2/16/11,Medicaid,864
2/17/11,Medicaid,1630
2/18/11,Medicaid,1271
2/22/11,Medicaid,390
2/23/11,Medicaid,857
2/24/11,Medicaid,1923
2/25/11,Medicaid,538
2/28/11,Medicaid,385
3/1/11,Medicaid,1042
3/2/11,Medicaid,658
3/3/11,Medicaid,1749
3/4/11,Medicaid,425
3/7/11,Medicaid,1152
3/8/11,Medicaid,969
3/9/11,Medicaid,821
3/10/11,Medicaid,1654
3/11/11,Medicaid,1092
3/14/11,Medicaid,331
3/15/11,Medicaid,937
3/16/11,Medicaid,916
3/17/11,Medicaid,2021
3/18/11,Medicaid,806
3/21/11,Medicaid,630
3/22/11,Medicaid,1257
3/23/11,Medicaid,500
3/24/11,Medicaid,1445
3/25/11,Medicaid,546
3/28/11,Medicaid,413
3/29/11,Medicaid,1500
3/30/11,Medicaid,736
3/31/11,Medicaid,976
4/1/11,Medicaid,874
4/4/11,Medicaid,1985
4/5/11,Medicaid,1566
4/6/11,Medicaid,541
4/7/11,Medicaid,1739
4/8/11,Medicaid,689
4/11/11,Medicaid,1060
4/12/11,Medicaid,807
4/13/11,Medicaid,928
4/14/11,Medicaid,1191
4/15/11,Medicaid,887
4/18/11,Medicaid,13425
4/19/11,Medicaid,663
4/20/11,Medicaid,746
4/21/11,Medicaid,1716
4/22/11,Medicaid,434
4/25/11,Medicaid,620
4/26/11,Medicaid,737
4/27/11,Medicaid,1129
4/28/11,Medicaid,2027
4/29/11,Medicaid,485
5/2/11,Medicaid,592
5/3/11,Medicaid,1139
5/4/11,Medicaid,724
5/5/11,Medicaid,1569
5/6/11,Medicaid,475
5/9/11,Medicaid,1107
5/10/11,Medicaid,1212
5/11/11,Medicaid,1313
5/12/11,Medicaid,1893
5/13/11,Medicaid,796
5/16/11,Medicaid,563
5/17/11,Medicaid,621
5/18/11,Medicaid,772
5/19/11,Medicaid,1543
5/20/11,Medicaid,1397
5/23/11,Medicaid,415
5/24/11,Medicaid,778
5/25/11,Medicaid,904
5/26/11,Medicaid,2321
5/27/11,Medicaid,778
5/31/11,Medicaid,406
6/1/11,Medicaid,894
6/2/11,Medicaid,1225
6/3/11,Medicaid,711
6/6/11,Medicaid,1205
6/7/11,Medicaid,1594
6/8/11,Medicaid,761
6/9/11,Medicaid,1736
6/10/11,Medicaid,776
6/13/11,Medicaid,1199
6/14/11,Medicaid,908
6/15/11,Medicaid,685
6/16/11,Medicaid,1859
6/17/11,Medicaid,1314
6/20/11,Medicaid,617
6/21/11,Medicaid,1195
6/22/11,Medicaid,810
6/23/11,Medicaid,3131
6/24/11,Medicaid,531
6/27/11,Medicaid,477
6/28/11,Medicaid,2015
6/29/11,Medicaid,687
6/30/11,Medicaid,1976
7/1/11,Medicaid,1804
7/5/11,Medicaid,732
7/6/11,Medicaid,588
7/7/11,Medicaid,2323
7/8/11,Medicaid,836
7/11/11,Medicaid,642
7/12/11,Medicaid,982
7/13/11,Medicaid,508
7/14/11,Medicaid,2059
7/15/11,Medicaid,605
7/18/11,Medicaid,550
7/19/11,Medicaid,954
7/20/11,Medicaid,623
7/21/11,Medicaid,1304
7/22/11,Medicaid,525
7/25/11,Medicaid,313
7/26/11,Medicaid,977
7/27/11,Medicaid,350
7/28/11,Medicaid,1266
7/29/11,Medicaid,600
8/1/11,Medicaid,1323
8/2/11,Medicaid,377
8/3/11,Medicaid,777
8/4/11,Medicaid,1866
8/5/11,Medicaid,518
8/8/11,Medicaid,711
8/9/11,Medicaid,1107
8/10/11,Medicaid,587
8/11/11,Medicaid,1927
8/12/11,Medicaid,1096
8/15/11,Medicaid,409
8/16/11,Medicaid,769
8/17/11,Medicaid,747
8/18/11,Medicaid,1106
8/19/11,Medicaid,815
8/22/11,Medicaid,420
8/23/11,Medicaid,656
8/24/11,Medicaid,579
8/25/11,Medicaid,1434
8/26/11,Medicaid,483
8/29/11,Medicaid,620
8/30/11,Medicaid,611
8/31/11,Medicaid,507
9/1/11,Medicaid,1574
9/2/11,Medicaid,766
9/6/11,Medicaid,644
9/7/11,Medicaid,936
9/8/11,Medicaid,1677
9/9/11,Medicaid,1030
9/12/11,Medicaid,799
9/13/11,Medicaid,658
9/14/11,Medicaid,693
9/15/11,Medicaid,1400
9/16/11,Medicaid,869
9/19/11,Medicaid,318
9/20/11,Medicaid,886
9/21/11,Medicaid,511
9/22/11,Medicaid,1203
9/23/11,Medicaid,1136
9/26/11,Medicaid,400
9/27/11,Medicaid,893
9/28/11,Medicaid,882
9/29/11,Medicaid,1357
9/30/11,Medicaid,769
10/3/11,Medicaid,341
10/4/11,Medicaid,757
10/5/11,Medicaid,452
10/6/11,Medicaid,1008
10/7/11,Medicaid,1647
10/11/11,Medicaid,1464
10/12/11,Medicaid,1251
10/13/11,Medicaid,2230
10/14/11,Medicaid,1339
10/17/11,Medicaid,360
10/18/11,Medicaid,916
10/19/11,Medicaid,422
10/20/11,Medicaid,1058
10/21/11,Medicaid,962
10/24/11,Medicaid,351
10/25/11,Medicaid,1303
10/26/11,Medicaid,586
10/27/11,Medicaid,1387
10/28/11,Medicaid,485
10/31/11,Medicaid,396
11/1/11,Medicaid,915
11/2/11,Medicaid,909
11/3/11,Medicaid,1499
11/4/11,Medicaid,859
11/7/11,Medicaid,1221
11/8/11,Medicaid,1273
11/9/11,Medicaid,970
11/10/11,Medicaid,2294
11/14/11,Medicaid,762
11/15/11,Medicaid,860
11/16/11,Medicaid,580
11/17/11,Medicaid,1734
11/18/11,Medicaid,1002
11/21/11,Medicaid,386
11/22/11,Medicaid,670
11/23/11,Medicaid,973
11/25/11,Medicaid,913
11/28/11,Medicaid,762
11/29/11,Medicaid,1156
11/30/11,Medicaid,717
12/1/11,Medicaid,1629
12/2/11,Medicaid,434
12/5/11,Medicaid,857
12/6/11,Medicaid,1245
12/7/11,Medicaid,1083
12/8/11,Medicaid,1396
12/9/11,Medicaid,784
12/12/11,Medicaid,791
12/13/11,Medicaid,1044
12/14/11,Medicaid,824
12/15/11,Medicaid,1610
12/16/11,Medicaid,672
12/19/11,Medicaid,377
12/20/11,Medicaid,1054
12/21/11,Medicaid,790
12/22/11,Medicaid,1332
12/23/11,Medicaid,685
12/27/11,Medicaid,563
12/28/11,Medicaid,1359
12/29/11,Medicaid,1225
12/30/11,Medicaid,755
1/3/12,Medicaid,448
1/4/12,Medicaid,938
1/5/12,Medicaid,1188
1/6/12,Medicaid,775
1/9/12,Medicaid,1127
1/10/12,Medicaid,1393
1/11/12,Medicaid,767
1/12/12,Medicaid,1433
1/13/12,Medicaid,1091
1/17/12,Medicaid,196
1/18/12,Medicaid,1137
1/19/12,Medicaid,1140
1/20/12,Medicaid,1030
1/23/12,Medicaid,436
1/24/12,Medicaid,608
1/25/12,Medicaid,537
1/26/12,Medicaid,1758
1/27/12,Medicaid,354
1/30/12,Medicaid,400
1/31/12,Medicaid,892
2/1/12,Medicaid,612
2/2/12,Medicaid,1451
2/3/12,Medicaid,802
2/6/12,Medicaid,754
2/7/12,Medicaid,1496
2/8/12,Medicaid,678
2/9/12,Medicaid,1514
2/10/12,Medicaid,1399
2/13/12,Medicaid,353
2/14/12,Medicaid,682
2/15/12,Medicaid,685
2/16/12,Medicaid,1863
2/17/12,Medicaid,1621
2/21/12,Medicaid,407
2/22/12,Medicaid,954
2/23/12,Medicaid,1511
2/24/12,Medicaid,742
2/27/12,Medicaid,444
2/28/12,Medicaid,834
2/29/12,Medicaid,681
3/1/12,Medicaid,2215
3/2/12,Medicaid,392
3/5/12,Medicaid,925
3/6/12,Medicaid,1212
3/7/12,Medicaid,826
3/8/12,Medicaid,1434
3/9/12,Medicaid,840
3/12/12,Medicaid,953
3/13/12,Medicaid,1375
3/14/12,Medicaid,791
3/15/12,Medicaid,1836
3/16/12,Medicaid,979
3/19/12,Medicaid,389
3/20/12,Medicaid,1313
3/21/12,Medicaid,406
3/22/12,Medicaid,1342
3/23/12,Medicaid,763
3/26/12,Medicaid,341
3/27/12,Medicaid,521
3/28/12,Medicaid,1141
3/29/12,Medicaid,1330
3/30/12,Medicaid,445
4/2/12,Medicaid,682
4/3/12,Medicaid,1141
4/4/12,Medicaid,763
4/5/12,Medicaid,1287
4/6/12,Medicaid,1203
4/9/12,Medicaid,555
4/10/12,Medicaid,1260
4/11/12,Medicaid,1319
4/12/12,Medicaid,1498
4/13/12,Medicaid,1267
4/16/12,Medicaid,543
4/17/12,Medicaid,774
4/18/12,Medicaid,646
4/19/12,Medicaid,1904
4/20/12,Medicaid,731
4/23/12,Medicaid,456
4/24/12,Medicaid,1114
4/25/12,Medicaid,802
4/26/12,Medicaid,1757
4/27/12,Medicaid,376
4/30/12,Medicaid,416
5/1/12,Medicaid,1089
5/2/12,Medicaid,445
5/3/12,Medicaid,1746
5/4/12,Medicaid,619
5/7/12,Medicaid,1137
5/8/12,Medicaid,1350
5/9/12,Medicaid,838
5/10/12,Medicaid,1433
5/11/12,Medicaid,1662
5/14/12,Medicaid,502
5/15/12,Medicaid,847
5/16/12,Medicaid,1079
5/17/12,Medicaid,1825
5/18/12,Medicaid,886
5/21/12,Medicaid,340
5/22/12,Medicaid,785
5/23/12,Medicaid,955
5/24/12,Medicaid,1020
5/25/12,Medicaid,976
5/29/12,Medicaid,674
5/30/12,Medicaid,1041
5/31/12,Medicaid,1565
6/1/12,Medicaid,1193
6/4/12,Medicaid,383
6/5/12,Medicaid,1334
6/7/12,Medicaid,1636
6/8/12,Medicaid,994
6/11/12,Medicaid,486
6/12/12,Medicaid,1211
6/13/12,Medicaid,1332
6/14/12,Medicaid,1874
6/15/12,Medicaid,1218
6/18/12,Medicaid,767
6/19/12,Medicaid,758
6/20/12,Medicaid,1131
6/21/12,Medicaid,1897
6/22/12,Medicaid,1415
6/25/12,Medicaid,382
6/26/12,Medicaid,870
6/27/12,Medicaid,873
6/28/12,Medicaid,1576
6/29/12,Medicaid,946
7/2/12,Medicaid,285
7/3/12,Medicaid,747
7/5/12,Medicaid,1857
7/6/12,Medicaid,826
7/9/12,Medicaid,2171
7/10/12,Medicaid,1313
7/11/12,Medicaid,862
7/12/12,Medicaid,1164
7/13/12,Medicaid,964
7/16/12,Medicaid,1041
7/17/12,Medicaid,758
7/18/12,Medicaid,726
7/19/12,Medicaid,1696
7/20/12,Medicaid,627
7/23/12,Medicaid,363
7/24/12,Medicaid,662
7/25/12,Medicaid,475
7/26/12,Medicaid,1037
7/27/12,Medicaid,1126
7/30/12,Medicaid,387
7/31/12,Medicaid,804
8/1/12,Medicaid,1047
8/2/12,Medicaid,1136
8/3/12,Medicaid,560
8/6/12,Medicaid,671
8/7/12,Medicaid,1857
8/8/12,Medicaid,1032
8/9/12,Medicaid,1139
8/10/12,Medicaid,781
8/13/12,Medicaid,910
8/14/12,Medicaid,683
8/15/12,Medicaid,1202
8/16/12,Medicaid,1341
8/17/12,Medicaid,961
8/20/12,Medicaid,544
8/21/12,Medicaid,680
8/22/12,Medicaid,480
8/23/12,Medicaid,1646
8/24/12,Medicaid,495
8/27/12,Medicaid,665
8/28/12,Medicaid,995
